"GENETICS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","","",""
"133
Genetics and Human Affairs","001","","54","2.926","25.9","11.1","35.2","3.7","16.7","1.9","5.6",".",".",".",".",".",".",".",".","."
"289","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"289","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors Independent Study","Course Total","","2","***","","","","","","","","","","","","","","","",""
"299","034","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","068","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","071","","51","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","088","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","101","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","102","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","62","3.991","98.4","1.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"375
Special Topics","001","","37","3.473","43.2","32.4","13.5","8.1",".",".","2.7",".",".",".",".",".",".",".",".","."
"466
General Genetics","001","","191","2.428","9.4","8.9","25.1","4.7","35.6","10.5","3.7","1.6","0.5",".",".",".",".",".",".","."
"545","001","","6","3.333","16.7","50.0","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"545","002","","10","3.350","40.0","10.0","40.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"Genetics Laboratory","Course Total","","16","3.344","31.3","25.0","31.3","6.3","6.3",".",".",".",".",".",".",".",".",".",".","."
"561
Introductory Cytogenetics","001","","26","3.379","34.6","23.1","26.9","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"566
Advanced Genetics","001","","55","3.287","36.4","14.5","27.3","16.4","1.8",".","1.8",".",".",".",".",".","1.8",".",".","."
"603
Eukaryotic Molecular Biol","001","","21","3.619","42.9","38.1","19.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"677","001","","26","3.615","34.6","53.8","11.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"677","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"677","003","","16","3.800","56.3","37.5",".",".",".",".",".","6.3",".",".",".",".",".",".",".","."
"677","005","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"677","018","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Topics in Genetics","Course Total","","60","3.762","60.0","33.3","5.0",".",".",".",".","1.7",".",".",".",".",".",".",".","."
"681
Senior Honors Thesis","052","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682
Senior Honors Thesis","095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","071","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","080","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","088","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","091","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","094","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","","17","3.987","88.2","5.9",".",".",".",".",".",".",".",".",".",".",".",".","5.9","."
"951
Seminar in Animal Breeding","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","","Page 25 of 392"
