"","990
020","1","***","","","","","","","","","",".",".",".","",".","",".",".","."
"","990
023","2","***","","","","","","","","","",".",".",".","",".","",".",".","."
"","990
026","2","***","","","","","","","","","",".",".",".","",".","",".",".","."
"Individual Research","Course Total","15","",".",".",".",".",".",".",".","100.0",".",".",".","",".","",".",".",".","."
"FRENCH
400","Dept. Total","1016","3.436","40.3","30.7","14.8","5.8","3.1","1.2","0.5","3.4",".",".",".","",".","",".","0.1",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"400
FRENCH","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","147","3.375","33.3","30.6","20.4","10.9","2.0","2.0",".",".",".",".",".","",".","",".",".",".","0.7"
"Sophomore","","306","3.401","33.3","40.8","15.0","5.9","2.6","1.0","1.3",".",".",".",".","",".","",".",".",".","."
"Junior","","204","3.407","37.3","31.9","18.1","4.9","5.4",".","0.5","2.0",".",".",".","",".","",".",".",".","."
"Senior","","222","3.407","47.3","23.0","14.4","6.3","4.5","2.3",".","2.3",".",".",".","",".","",".",".",".","."
"Undergraduates","","879","3.399","37.8","32.5","16.5","6.6","3.6","1.3","0.6","1.0",".",".",".","",".","",".",".",".","0.1"
"Special","","23","3.582","52.2","26.1","8.7",".",".","4.3",".","4.3",".",".",".","",".","",".","4.3",".","."
"Graduate","","112","3.828","57.1","17.0","2.7","0.9",".",".",".","22.3",".",".",".","",".","",".",".",".","."
"Prof Yr 2","","2","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".","",".","",".",".",".","."
"Professionals","","2","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".","",".","",".",".",".","."
"","Dept. Total","1016","3.436","40.3","30.7","14.8","5.8","3.1","1.2","0.5","3.4",".",".",".","",".","",".","0.1",".","0.1"
