"L&S","","","","","","","","","","","","","","","","","","","",""
"AFRICAN LANGUAGES & LITERA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","","",""
"AFRICAN
Dept. Total
104","665","2.969","25.1","18.8","17.7","11.0","13.2","4.1","4.5","3.8","0.6",".","",".","0.6","",".","0.3","0.2","0.2"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","","",""
"Freshmen","54","2.948","27.8","16.7","16.7","11.1","16.7","3.7","5.6",".","1.9",".","",".",".","",".",".",".","."
"Sophomore","185","2.885","20.5","15.7","21.6","13.0","20.5","3.8","2.2","1.1","0.5",".","",".",".","",".","0.5",".","0.5"
"Junior","196","2.885","23.5","20.9","18.4","10.7","11.2","6.1","6.1","1.5","1.0",".","",".",".","",".","0.5",".","."
"Senior","156","2.890","20.5","19.9","17.3","13.5","11.5","3.8","6.4","7.1",".",".","",".",".","",".",".",".","."
"Undergraduates","591","2.893","22.2","18.6","19.0","12.2","14.7","4.6","4.9","2.7","0.7",".","",".",".","",".","0.3",".","0.2"
"Special","6","3.100","50.0",".",".",".","16.7",".","16.7","16.7",".",".","",".",".","",".",".",".","."
"Graduate","66","3.725","50.0","21.2","9.1","1.5",".",".",".","12.1",".",".","",".","6.1","",".",".",".","."
"Prof Yr 3","2","3.500",".","50.0",".",".",".",".",".",".",".",".","",".",".","",".",".","50.0","."
"Professionals","2","3.500",".","50.0",".",".",".",".",".",".",".",".","",".",".","",".",".","50.0","."
"Dept. Total","665","2.969","25.1","18.8","17.7","11.0","13.2","4.1","4.5","3.8","0.6",".","",".","0.6","",".","0.3","0.2","0.2"
