"MED","","","","","","","","","","","","","","","","","","","","","","",""
"PHYSIOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"762
PHYSIOL","","","","","","","","","","","","","","","","","","","","","","",""
"PHYSIOL
762","Dept. Total","410","3.202","33.7","8.3","30.7","4.9","11.0","2.2","1.2","8.0","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"762
PHYSIOL","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","38","2.489","15.8","2.6","21.1","15.8","34.2","7.9","2.6",".","",".",".","",".","",".","",".",".",".","."
"Junior","","78","2.711","21.8","6.4","30.8","7.7","24.4","3.8","5.1",".","",".",".","",".","",".","",".",".",".","."
"Senior","","89","3.151","32.6","11.2","31.5","6.7","12.4","2.2",".","3.4","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","205","2.853","25.4","7.8","29.3","8.8","21.0","3.9","2.4","1.5","",".",".","",".","",".","",".",".",".","."
"Special","","7","2.714","14.3",".","57.1",".","14.3","14.3",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","56","3.333","21.4","10.7","12.5",".","1.8",".",".","53.6","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","142","3.549","51.4","8.5","38.7","1.4",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","142","3.549","51.4","8.5","38.7","1.4",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","410","3.202","33.7","8.3","30.7","4.9","11.0","2.2","1.2","8.0","",".",".","",".","",".","",".",".",".","."
