"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"LEGAL STUDIES","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"535
LEGAL ST","","","","","","","","","","","","","","","","","","","","","","",""
"650","001","3","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"650","002","5","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"650","003","3","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"650","004","3","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"650","005","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Adv Seminar in Legal Studies","Course Total","16","3.489","12.5","68.8","18.8",".","",".","",".","",".","",".",".",".",".",".",".",".",".","."
