"","999
003","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
015","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
019","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Reading","Course Total","3","***","","","","","","","","","","","","","","","","","","","",""
"KINES
742","Dept. Total","683","3.601","46.7","29.0","15.5","3.1","1.0","0.1","",".","3.1","",".","1.2","",".","",".","0.1","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"742
KINES","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","49","3.424","26.5","42.9","20.4","8.2","2.0",".","",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","67","3.698","49.3","34.3","14.9","1.5",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","90","3.429","31.1","41.1","18.9","5.6","2.2","1.1","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","409","3.629","53.8","25.9","15.9","2.7","1.0",".","",".","0.7","",".",".","",".","",".",".",".",".","."
"Undergraduates","","615","3.594","47.8","30.4","16.6","3.4","1.1","0.2","",".","0.5","",".",".","",".","",".",".",".",".","."
"Special","","27","3.678","55.6","25.9","11.1",".",".",".","",".",".","",".",".","",".","",".","3.7","3.7",".","."
"Graduate","","40","3.750","22.5","10.0","2.5",".",".",".","",".","45.0","",".","20.0","",".","",".",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","683","3.601","46.7","29.0","15.5","3.1","1.0","0.1","",".","3.1","",".","1.2","",".","",".","0.1","0.1",".","."
