"Mod Indonesian Lit in Tran","379
001","17","3.176","17.6","47.1","11.8","11.8","5.9","5.9",".",".",".",".",".","",".","",".",".",".","."
"In Trans:Topics-Italian Lit","410
001","41","3.331","31.7","34.1","17.1","2.4","9.8",".","2.4","2.4",".",".",".","",".","",".",".",".","."
"Mod Serb&Croat Lit in Trans","455
001","8","3.813","87.5",".",".","12.5",".",".",".",".",".",".",".","",".","",".",".",".","."
"LITTRANS
551","Dept. Total","1155","3.337","23.4","39.1","22.8","7.4","3.5","1.0","0.5","1.8","0.1",".","",".","",".","0.3","0.1","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"551
LITTRANS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","239","3.264","13.8","45.6","26.4","9.2","2.9","0.8","0.8",".",".",".","",".","",".","0.4",".",".","."
"Sophomore","","412","3.401","26.7","41.7","20.4","7.0","3.6","0.2","0.2",".",".",".","",".","",".",".",".",".","."
"Junior","","246","3.292","23.2","37.0","24.4","7.7","4.9","1.6","0.4","0.4",".",".","",".","",".",".",".","0.4","."
"Senior","","243","3.324","25.5","32.1","22.6","6.2","2.5","2.1","0.8","6.6","0.4",".","",".","",".","0.8","0.4",".","."
"Undergraduates","","1140","3.332","23.0","39.5","23.0","7.5","3.5","1.1","0.5","1.5","0.1",".","",".","",".","0.3","0.1","0.1","."
"Special","","5","3.750","60.0",".","20.0",".",".",".",".","20.0",".",".","",".","",".",".",".",".","."
"Graduate","","10","3.864","50.0","20.0",".",".",".",".",".","30.0",".",".","",".","",".",".",".",".","."
"","Dept. Total","1155","3.337","23.4","39.1","22.8","7.4","3.5","1.0","0.5","1.8","0.1",".","",".","",".","0.3","0.1","0.1","."
