"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","",""
"DESIGN STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"359
DS","","","","","","","","","","","","","","","","","","",""
"","Section Total","52","3.469","44.2","36.5","9.6","5.8","1.9",".","1.9",".",".",".",".",".",".",".",".","."
"699","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","007","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","008","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","013","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","018","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","019","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","027","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","032","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","73","3.610","56.2","28.8","6.8","4.1","1.4",".","1.4",".",".",".",".",".","1.4",".",".","."
"920
Smr-Environmt,Textiles&Dsgn","001","10","3.650","30.0","70.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","013","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","016","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","4","***","","","","","","","","","","","","","","","",""
"999","008","4","***","","","","","","","","","",".",".",".",".",".",".","."
"999","013","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","032","6","3.773","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Independent Study","Course Total","12","3.900","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
