"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","",""
"CONSUMER SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"271
CNSR SCI","","","","","","","","","","","","","","","","","","",""
"Consumer Finance","275
001","146","2.893","14.4","22.6","27.4","16.4","11.0","5.5","2.1","0.7",".",".",".",".",".",".",".","."
"Mediatn:Serving Consumr Int","350
001","75","3.608","49.3","30.7","12.0","4.0","2.7",".",".","1.3",".",".",".",".",".",".",".","."
"","357
001","38","3.553","42.1","34.2","18.4","2.6","2.6",".",".",".",".",".",".",".",".",".",".","."
"","357
002","38","3.553","36.8","42.1","15.8","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"Retailing Theory & Practice","Course Total","76","3.553","39.5","38.2","17.1","3.9","1.3",".",".",".",".",".",".",".",".",".",".","."
"","001
370","11","3.136","18.2","27.3","36.4",".","18.2",".",".",".",".",".",".",".",".",".",".","."
"","370
002","19","3.474","36.8","21.1","42.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Comp Applicatns-Retailing","Course Total","30","3.350","30.0","23.3","40.0",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"","470
001","31","3.742","48.4","51.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","470
002","28","3.625","57.1","28.6","7.1","3.6",".","3.6",".",".",".",".",".",".",".",".",".","."
"Hist-Consumr Movemnts in US","Course Total","59","3.686","52.5","40.7","3.4","1.7",".","1.7",".",".",".",".",".",".",".",".",".","."
"Hist of Motherhood in Amer","473
001","11","3.045",".","27.3","54.5","18.2",".",".",".",".",".",".",".",".",".",".",".","."
"Family Economics","475
001","41","2.963","12.2","34.1","24.4","12.2","9.8","4.9","2.4",".",".",".",".",".",".",".",".","."
"","477
001","68","3.757","61.8","29.4","7.4","1.5",".",".",".",".",".",".",".",".",".",".",".","."
"","477
002","61","3.721","52.5","39.3","8.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Consumer and the Market","Course Total","129","3.740","57.4","34.1","7.8","0.8",".",".",".",".",".",".",".",".",".",".",".","."
"Consumer Information","478
001","49","3.959","91.8","8.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics","501
001","25","3.660","52.0","32.0","12.0","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"Prep for Retailng Internshp","503
001","11","3.818","90.9",".",".",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"Hlth Care Iss:Ind, Fam, Soc","532
001","27","3.556","40.7","40.7","7.4","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar in Consumer Science","565
001","13","3.769","76.9","15.4",".",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"","575
002","25","3.440","32.0","56.0","4.0",".",".","8.0",".",".",".",".",".",".",".",".",".","."
"","575
003","31","3.484","16.1","64.5","19.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Family Econ & Public Policy","Course Total","56","3.464","23.2","60.7","12.5",".",".","3.6",".",".",".",".",".",".",".",".",".","."
"Consumer Science Internship","601
015","20","3.885","80.0","15.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Field Experience-Retailing","602
015","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","657
001","41","3.354","24.4","34.1","36.6","2.4",".","2.4",".",".",".",".",".",".",".",".",".","."
"","002
657","71","3.761","73.2","12.7","9.9","1.4","2.8",".",".",".",".",".",".",".",".",".",".","."
"Consumer Behavior","Course Total","112","3.612","55.4","20.5","19.6","1.8","1.8","0.9",".",".",".",".",".",".",".",".",".","."
"Household Risk Management","665
001","31","3.323","22.6","22.6","51.6","3.2",".",".",".",".",".",".",".",".",".",".",".","."
"Family Financial Counseling","675
001","39","3.321","33.3","33.3","20.5","5.1","2.6","2.6","2.6",".",".",".",".",".",".",".",".","."
"","699
005","18","3.929","88.9","5.6",".","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","699
007","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
009","8","3.944","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Independent Study","Course Total","30","3.939","90.0","6.7",".","3.3",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar: Consumer Research","960
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
020","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
075","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","4","***","","","","","","","","","","","","","","","",""
"Independent Study","999
012","1","***","","","","","","","","","",".",".",".",".",".",".","."
