"604
AN SCI","","","","","","","","","","","","","","","","","","",""
"","990
060","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
061","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","25","",".",".",".",".",".",".",".","72.0",".",".",".","24.0",".",".","4.0","."
"AN SCI
604","Dept. Total","375","3.136","37.1","14.4","12.0","8.8","9.3","3.2","1.1","10.9","0.5",".",".","1.6","0.3","0.5","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"604
AN SCI","","","","","","","","","","","","","","","","","","",""
"Freshmen","","52","3.023","25.0","25.0","21.2","7.7","13.5","1.9","3.8",".",".",".",".",".",".","1.9",".","."
"Sophomore","","72","3.035","34.7","22.2","8.3","12.5","16.7","5.6",".",".",".",".",".",".",".",".",".","."
"Junior","","65","3.049","43.1","7.7","20.0","12.3","10.8","4.6","1.5",".",".",".",".",".",".",".",".","."
"Senior","","99","3.179","46.5","11.1","14.1","12.1","9.1","4.0","1.0","1.0",".",".",".",".",".","1.0",".","."
"Undergraduates","","288","3.084","38.9","15.6","15.3","11.5","12.2","4.2","1.4","0.3",".",".",".",".",".","0.7",".","."
"Special","","5","3.679","40.0","60.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","87","3.833","28.7","6.9","1.1",".",".",".",".","51.7","2.3",".",".","6.9","1.1",".","1.1","."
"","Dept. Total","380","3.136","36.6","14.2","11.8","8.7","9.2","3.2","1.1","12.1","0.5",".",".","1.6","0.3","0.5","0.3","."
