"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","",""
"BUS","College Total","10797","3.311","32.6","25.4","24.7","7.1","6.3","1.3","0.4","1.7","0.0","0.2",".","0.1","0.0","0.1","0.1","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"BUS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","168","2.837","10.1","26.8","32.1","10.7","10.1","4.8","4.8",".",".","0.6",".",".",".",".",".","."
"Sophomore","","790","3.086","24.8","18.0","33.2","7.1","11.8","3.3","0.8",".",".","1.1",".",".",".",".",".","."
"Junior","","2493","3.133","23.2","21.6","32.9","10.7","9.0","1.9","0.5","0.1","0.0","0.0",".",".","0.0","0.0",".","."
"Senior","","4471","3.301","31.0","25.0","25.3","8.1","7.2","1.3","0.3","1.6","0.0","0.2",".",".",".","0.1",".","."
"Undergraduates","","7922","3.218","27.5","23.3","28.6","8.8","8.3","1.8","0.5","0.9","0.0","0.2",".",".","0.0","0.1",".","."
"Special","","151","3.116","26.5","18.5","25.8","11.3","7.9","2.0","2.0","4.0","0.7",".",".",".",".",".","1.3","."
"Graduate","","2690","3.648","48.0","31.9","13.3","1.6","0.6","0.0",".","3.7",".",".",".","0.4","0.1","0.2","0.2","0.1"
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","15","3.361","33.3","40.0",".","13.3","6.7",".",".",".",".",".",".",".","6.7",".",".","."
"Prof Yr 3","","18","3.571","44.4","33.3","11.1","5.6",".",".",".","5.6",".",".",".",".",".",".",".","."
"Professionals","","34","3.494","41.2","35.3","5.9","8.8","2.9",".",".","2.9",".",".",".",".","2.9",".",".","."
"","College Total","10797","3.311","32.6","25.4","24.7","7.1","6.3","1.3","0.4","1.7","0.0","0.2",".","0.1","0.0","0.1","0.1","0.0"
