"","999
030","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
099","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
24","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Work","Course Total","13","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"POLI SCI
778","Dept. Total","3919","3.187","22.1","26.5","29.4","11.2","5.4","1.3","0.9","1.3","0.1","0.5","",".","0.6","0.2","0.1","0.2","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"778
POLI SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","451","2.934","9.5","22.6","33.0","24.2","7.1","2.0","1.3",".",".",".","",".",".",".",".","0.2","."
"Sophomore","","914","3.145","16.8","27.0","35.0","14.6","4.8","0.7","0.8","0.3",".",".","",".",".",".",".",".","."
"Junior","","1081","3.205","21.7","29.9","30.7","8.7","5.5","1.6","1.1","0.2",".","0.2","",".",".",".","0.1","0.1","0.3"
"Senior","","1223","3.242","27.3","25.1","27.4","8.3","6.2","1.5","0.8","1.6","0.1","0.6","",".",".","0.2","0.2","0.4","0.2"
"Undergraduates","","3669","3.168","20.9","26.7","31.0","11.9","5.8","1.4","1.0","0.7","0.0","0.2","",".",".","0.1","0.1","0.2","0.1"
"Special","","29","3.534","34.5","27.6","10.3","3.4","3.4",".",".","13.8",".","3.4","",".",".",".",".",".","3.4"
"Graduate","","218","3.691","39.9","23.9","6.4","0.5","0.5",".","0.5","9.6","0.5","4.1","",".","11.5","1.8","0.5","0.5","."
"Prof Yr 3","","3","3.786","66.7","33.3",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","","3","3.786","66.7","33.3",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"","Dept. Total","3919","3.187","22.1","26.5","29.4","11.2","5.4","1.3","0.9","1.3","0.1","0.5","",".","0.6","0.2","0.1","0.2","0.2"
