"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"IES","","","","","","","","","","","","","","","","","","","",""
"IES","College Total","1117","3.396","44.6","18.9","13.2","5.5","6.3","1.3","0.7","5.3","",".","1.4",".","1.9","0.4","0.1","0.5","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"IES","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","90","3.337","44.4","23.3","15.6","4.4","5.6","6.7",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","226","3.275","42.5","21.7","13.3","8.0","11.9","1.8","0.4","0.4","",".",".",".",".",".",".",".","."
"Junior","","186","3.241","34.9","25.8","19.4","7.5","9.1","0.5","2.2","0.5","",".",".",".",".",".",".",".","."
"Senior","","351","3.412","44.7","20.5","16.8","6.3","6.0","0.9","0.9","3.4","",".",".",".",".","0.3","0.3",".","."
"Undergraduates","","853","3.328","42.0","22.3","16.3","6.8","8.2","1.6","0.9","1.6","",".",".",".",".","0.1","0.1",".","."
"Special","","28","3.765","42.9","10.7","3.6","3.6",".",".",".","25.0","",".",".",".",".",".",".","14.3","."
"Graduate","","233","3.858","54.5","7.3","3.0","0.9",".",".",".","16.3","",".","6.9",".","9.0","1.3",".","0.9","."
"Prof Yr 3","","3","3.563","33.3","33.3","33.3",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Professionals","","3","3.563","33.3","33.3","33.3",".",".",".",".",".","",".",".",".",".",".",".",".","."
"","College Total","1117","3.396","44.6","18.9","13.2","5.5","6.3","1.3","0.7","5.3","",".","1.4",".","1.9","0.4","0.1","0.5","."
