"640
ATM OCN","","","","","","","","","","","","","","","","","","",""
"","990
031","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","37","",".",".",".",".",".",".",".","91.9","2.7",".",".","5.4",".",".",".","."
"Advanced Independent Study","999
026","1","***","","","","","","","","","",".",".",".",".",".",".","."
"ATM OCN
640","Dept. Total","1045","3.044","21.1","19.6","26.7","16.1","7.0","3.1","1.3","4.1","0.1","0.2",".","0.2","0.1","0.2","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"640
ATM OCN","","","","","","","","","","","","","","","","","","",""
"Freshmen","","288","2.895","12.5","18.4","32.6","23.6","6.6","3.1","2.8",".",".",".",".",".",".",".","0.3","."
"Sophomore","","294","3.078","20.7","20.4","26.9","19.4","9.2","1.4","1.4",".",".",".",".",".","0.3",".","0.3","."
"Junior","","173","2.944","17.3","22.0","28.3","12.7","11.0","7.5","0.6",".",".",".",".",".",".","0.6",".","."
"Senior","","179","3.150","25.1","24.0","25.1","11.2","4.5","2.8","0.6","4.5",".","1.1",".",".",".","0.6","0.6","."
"Undergraduates","","934","3.005","18.4","20.8","28.6","17.9","7.8","3.3","1.5","0.9",".","0.2",".",".","0.1","0.2","0.3","."
"Special","","9","3.694","55.6","22.2",".","11.1",".",".",".","11.1",".",".",".",".",".",".",".","."
"Graduate","","102","3.647","42.2","8.8","11.8",".",".","1.0",".","33.3","1.0",".",".","2.0",".",".",".","."
"","Dept. Total","1045","3.044","21.1","19.6","26.7","16.1","7.0","3.1","1.3","4.1","0.1","0.2",".","0.2","0.1","0.2","0.3","."
