"","990
012","2","***","","","","","","","","","",".",".",".","",".",".",".","."
"","990
020","5","***","","","","","","","","","",".",".",".","",".",".",".","."
"","990
035","3","***","","","","","","","","","",".",".",".","",".",".",".","."
"Research","Course Total","15","",".",".",".",".",".",".",".","100.0",".",".",".","",".",".",".",".","."
"L SC COM
120","Dept. Total","450","3.644","58.7","21.8","8.7","4.2","1.8","0.2","0.7","3.3",".",".",".","",".","0.7",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"120
L SC COM","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","73","3.602","57.5","23.3","11.0","5.5","1.4",".","1.4",".",".",".",".","",".",".",".",".","."
"Sophomore","","62","3.553","59.7","14.5","16.1","6.5","1.6","1.6",".",".",".",".",".","",".",".",".",".","."
"Junior","","103","3.632","61.2","22.3","9.7","3.9","1.9",".","1.0",".",".",".",".","",".",".",".",".","."
"Senior","","157","3.632","54.8","29.9","7.0","4.5","1.9",".","0.6",".",".",".",".","",".","1.3",".",".","."
"Undergraduates","","395","3.614","57.7","24.3","9.9","4.8","1.8","0.3","0.8",".",".",".",".","",".","0.5",".",".","."
"Special","","3","3.000","33.3",".",".",".","33.3",".",".",".",".",".",".","",".","33.3",".",".","."
"Graduate","","51","3.973","66.7","3.9",".",".",".",".",".","29.4",".",".",".","",".",".",".",".","."
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".","",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".","",".",".",".",".","."
"","Dept. Total","450","3.644","58.7","21.8","8.7","4.2","1.8","0.2","0.7","3.3",".",".",".","",".","0.7",".",".","."
