"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","","","","","","",""
"INDUSTRIAL & SYSTEMS ENGR","Section","#","Ave","A","AB","","B","","BC","C","","D","","F","","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"490
I SY E","","","","","","","","","","","","","","","","","","","","","","","",""
"Research and Thesis","Course Total","18","",".","",".","",".",".","",".","",".","",".","88.9",".",".",".",".","11.1",".",".","."
"999","014","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","015","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","019","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","051","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","053","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","6","4.000","66.7","",".","",".",".","",".","",".","",".","16.7",".",".",".",".","16.7",".",".","."
