"MED","","","","","","","","","","","","","","","","","","","","","","","","",""
"ONCOLOGY","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"700
ONCOLOGY","","","","","","","","","","","","","","","","","","","","","","","","",""
"ONCOLOGY
700","Dept. Total","178","3.804","18.0","3.4","2.8",".","",".","",".","",".","74.7","",".",".","",".","",".","0.6","0.6",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"700
ONCOLOGY","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","2","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","13","3.975","76.9","7.7",".",".","",".","",".","",".","7.7","",".",".","",".","",".","7.7",".",".","."
"Undergraduates","","17","3.982","82.4","5.9",".",".","",".","",".","",".","5.9","",".",".","",".","",".","5.9",".",".","."
"Special","","4","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","157","3.688","8.9","3.2","3.2",".","",".","",".","",".","84.1","",".",".","",".","",".",".","0.6",".","."
"","Dept. Total","178","3.804","18.0","3.4","2.8",".","",".","",".","",".","74.7","",".",".","",".","",".","0.6","0.6",".","."
