"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"IES","","","","","","","","","","","","","","","","","","","",""
"ENVIR ST - GAYLORD NELSON I","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"360
ENVIR ST","","","","","","","","","","","","","","","","","","","",""
"Forum on the Environment","101","001","31","3.955","83.9","6.5","3.2",".",".",".",".",".",".",".",".",".",".",".","6.5","."
"Environmental Geology","106","001","27","3.389","44.4","33.3","11.1",".",".","11.1",".",".",".",".",".",".",".",".",".","."
"Envir St-Social Perspective","112","001","229","3.722","64.6","24.0","4.8","1.7","2.2",".","0.9","1.3",".",".",".",".",".",".","0.4","."
"","120","001","17","2.971","17.6","17.6","35.3","11.8","11.8","5.9",".",".",".",".",".",".",".",".",".","."
"","120","002","20","2.947","20.0","10.0","30.0","20.0","10.0","5.0",".","5.0",".",".",".",".",".",".",".","."
"Global Phys Environments","","Course Total","37","2.958","18.9","13.5","32.4","16.2","10.8","5.4",".","2.7",".",".",".",".",".",".",".","."
"Atmspherc Envirnmnt&Society","121","001","38","2.868","7.9","28.9","34.2","13.2","5.3","7.9","2.6",".",".",".",".",".",".",".",".","."
"Principles-Envrnmtl Science","126","001","38","3.750","60.5","31.6","5.3","2.6",".",".",".",".",".",".",".",".",".",".",".","."
"","127","001","6","2.417","16.7",".","33.3","16.7","16.7",".","16.7",".",".",".",".",".",".",".",".","."
"","127","002","15","2.867","20.0","13.3","13.3","26.7","26.7",".",".",".",".",".",".",".",".",".",".","."
"Physical Systems of Envr","","Course Total","21","2.738","19.0","9.5","19.0","23.8","23.8",".","4.8",".",".",".",".",".",".",".",".","."
"Global Chg: Atmospheric Iss","171","001","24","3.083","12.5","37.5","16.7","20.8","12.5",".",".",".",".",".",".",".",".",".",".","."
"","201","001","7","2.917","42.9","14.3",".",".","14.3",".","14.3",".",".",".",".",".",".",".","14.3","."
"","201","002","11","2.773","27.3","18.2","9.1","9.1","27.3",".","9.1",".",".",".",".",".",".",".",".","."
"Insects and Human Culture","","Course Total","18","2.824","33.3","16.7","5.6","5.6","22.2",".","11.1",".",".",".",".",".",".",".","5.6","."
"Intro-Aerial Photo Systems","301","001","9","3.500","22.2","44.4","22.2",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"Elec-op&Micro Remote Sensng","302","001","6","3.667","83.3",".",".",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"Remote Sensng Digtl Image","303","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Remote Sensng Vis Image&GIS","304","001","9","3.778","55.6","44.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Env Lit:Speaking for Nature","307","001","22","3.545","27.3","54.5","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"People, Chemicals, Envrnmnt","308","001","23","3.283","13.0","30.4","56.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Climatic Environments-Past","331","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","339","001","56","2.750","21.4","8.9","19.6","12.5","30.4","7.1",".",".",".",".",".",".",".",".",".","."
"","339","002","41","2.646","9.8","12.2","29.3","14.6","26.8","4.9","2.4",".",".",".",".",".",".",".",".","."
"Environmental Conservation","","Course Total","97","2.706","16.5","10.3","23.7","13.4","28.9","6.2","1.0",".",".",".",".",".",".",".",".","."
"Environment&Global Economy","344","001","22","3.227","36.4","22.7","13.6","4.5","22.7",".",".",".",".",".",".",".",".",".",".","."
"Wetlands Ecology","361","001","35","3.406","42.9","8.6","25.7","8.6","5.7",".",".","8.6",".",".",".",".",".",".",".","."
"Intro to Geog Info Systems","377","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","400","001","20","3.797","70.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","400","004","17","3.559","35.3","41.2","23.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","400","005","9","3.611","55.6","11.1","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Spec Topics-Environ Studies","","Course Total","46","3.672","54.3","26.1","19.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Geom Anal-Vert Aerial Photo","403","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Environmental Ethics","441","001","37","3.162","21.6","24.3","29.7","13.5","10.8",".",".",".",".",".",".",".",".",".",".","."
"Amer Environmental History","460","001","48","3.488","33.3","27.1","18.8","2.1","4.2",".",".","12.5",".",".",".",".","2.1",".",".","."
"Sci Bckgrnd-Globl Envr Prob","472","001","6","3.167","33.3",".","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".","."
"Renewable Resources Policy","515","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Past Climates&Climatic Chg","528","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Culture and Environment","537","001","7","2.714","28.6","28.6",".",".","28.6",".","14.3",".",".",".",".",".",".",".",".","."
"Remote Sensing Digitl Image","556","001","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Assessment-Environ Impact","575","001","32","3.274","18.8","34.4","28.1","12.5","3.1",".",".","3.1",".",".",".",".",".",".",".","."
"","600","001","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","Page 151 of 392",""
