"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Protective Labor Legislatn","747
001","12","4.000","91.7",".",".",".",".",".",".","8.3",".",".",".",".",".",".",".","."
"Trademarks","749
001","23","3.722","47.8","17.4","13.0",".",".",".",".","21.7",".",".",".",".",".",".",".","."
"Patent Law","751
001","19","3.676","47.4","26.3","15.8",".",".",".",".","10.5",".",".",".",".",".",".",".","."
"Copyright Law","752
001","18","3.700","55.6","11.1","11.1","5.6",".",".",".","16.7",".",".",".",".",".",".",".","."
"Intro-Intellectual Proprty Law","753
001","33","3.517","30.3","39.4","18.2",".","3.0",".",".","9.1",".",".",".",".",".",".",".","."
"","801
001","47","3.523","42.6","25.5","23.4",".",".",".","2.1","6.4",".",".",".",".",".",".",".","."
"","002
801","79","3.581","34.2","22.8","21.5",".",".",".",".","21.5",".",".",".",".",".",".",".","."
"Evidence","Course Total","126","3.557","37.3","23.8","22.2",".",".",".","0.8","15.9",".",".",".",".",".",".",".","."
"","802
001","51","3.490","45.1","9.8","43.1","2.0",".",".",".",".",".",".",".",".",".",".",".","."
"","002
802","77","3.387","24.7","20.8","14.3","3.9","3.9","1.3",".","29.9",".",".",".",".",".",".","1.3","."
"Civil Procedure II","Course Total","128","3.438","32.8","16.4","25.8","3.1","2.3","0.8",".","18.0",".",".",".",".",".",".","0.8","."
"","001
808","13","3.885","76.9","23.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","808
002","10","3.650","60.0","10.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Legal Writing","Course Total","23","3.805","69.6","17.4","13.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Administrative Advocacy","813
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","815
001","35","3.971","94.3","5.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","815
002","20","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","815
003","18","4.000","94.4",".",".",".",".",".",".","5.6",".",".",".",".",".",".",".","."
"","815
004","16","3.938","93.8",".","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","815
005","20","3.700","65.0","20.0","10.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"Appellate Advocacy II","Course Total","109","3.903","71.6","5.5","2.8",".","0.9",".",".","19.3",".",".",".",".",".",".",".","."
"","817
001","23","3.475","39.1","8.7","34.8","4.3",".",".",".","13.0",".",".",".",".",".",".",".","."
"","002
817","38","3.429","34.2",".","15.8",".",".","5.3",".","44.7",".",".",".",".",".",".",".","."
"Business Organizations I","Course Total","61","3.451","36.1","3.3","23.0","1.6",".","3.3",".","32.8",".",".",".",".",".",".",".","."
"Creditors & Debtors Rights","821
001","33","3.556","42.4","9.1","27.3","3.0",".",".",".","18.2",".",".",".",".",".",".",".","."
"Family Law I","822
001","43","3.382","16.3","27.9","34.9",".",".",".",".","20.9",".",".",".",".",".",".",".","."
"Family Law II","823
001","24","3.604","41.7","37.5","20.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Federal Jurisdiction","824
001","34","3.618","58.8","11.8","23.5","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"International Transactions","828
001","24","3.458","45.8","16.7","25.0","8.3","4.2",".",".",".",".",".",".",".",".",".",".","."
"Local Government Law","834
001","16","3.731","50.0","18.8","12.5",".",".",".",".","18.8",".",".",".",".",".",".",".","."
"Regulated Industries","837
001","12","3.591","50.0","8.3","33.3",".",".",".",".","8.3",".",".",".",".",".",".",".","."
"Remedies","839
001","34","3.540","32.4","20.6","14.7","5.9",".",".",".","26.5",".",".",".",".",".",".",".","."
"Taxation II","840
001","56","3.721","37.5","12.5","10.7",".",".",".",".","39.3",".",".",".",".",".",".",".","."
"Environ Law & Institutions","848
001","20","3.529","40.0","10.0","35.0",".",".",".",".","15.0",".",".",".",".",".",".",".","."
"Pre-Trial Advocacy","849
001","39","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","850
001","41","3.014","17.1","17.1","24.4","19.5","9.8","2.4",".","9.8",".",".",".",".",".",".",".","."
"","850
002","25","3.458","44.0","20.0","20.0","4.0","4.0","4.0",".","4.0",".",".",".",".",".",".",".","."
"","003
850","18","3.361","22.2","38.9","33.3",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"Professnl Responsibilities","Course Total","84","3.228","26.2","22.6","25.0","10.7","7.1","2.4",".","6.0",".",".",".",".",".",".",".","."
"","852
001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","852
002","13","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","852
003","13","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","852
004","12","3.458","25.0","50.0","16.7","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 320 of 392",""
