"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"694
NUTR SCI","","","","","","","","","","","","","","","","","","","","","",""
"","993
045","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Independent Study-Nutrition","Course Total","2","***","","","","","","","","","","","","","","","","","","",""
"NUTR SCI
694","Dept. Total","1069","2.797","17.9","14.6","17.8","12.2","25.3","3.3","1.2","5.9","",".","1.1","",".","0.7","",".",".","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"694
NUTR SCI","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","277","2.590","11.2","11.2","19.5","15.9","36.1","4.7","1.4",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","258","2.746","15.9","14.0","20.2","16.7","27.5","3.1","1.9","0.4","",".",".","",".",".","",".",".",".","0.4"
"Junior","","181","2.745","18.2","15.5","19.3","9.4","29.3","5.0","1.7",".","",".","1.7","",".",".","",".",".",".","."
"Senior","","239","3.044","25.5","19.2","14.2","10.9","19.2","2.1","0.4","4.6","",".","3.8","",".",".","",".",".",".","."
"Undergraduates","","955","2.769","17.4","14.8","18.3","13.6","28.3","3.7","1.4","1.3","",".","1.3","",".",".","",".",".",".","0.1"
"Special","","10","3.868","60.0","10.0","10.0",".",".",".",".","10.0","",".",".","",".",".","",".",".","10.0","."
"Graduate","","101","3.455","16.8","13.9","12.9",".",".",".",".","49.5","",".",".","",".","6.9","",".",".",".","."
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 3","","2","3.500","50.0",".","50.0",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","3","3.667","66.7",".","33.3",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","1069","2.797","17.9","14.6","17.8","12.2","25.3","3.3","1.2","5.9","",".","1.1","",".","0.7","",".",".","0.1","0.1"
