"AMN","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AIR FORCE AEROSPACE STUDI","Section","#","","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"102
A F AERO","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","102
001","","12","3.909","75.0","16.7",".",".","",".",".","",".","","8.3",".","",".",".","",".","",".","",".",".","."
"","102
002","","8","3.938","87.5","12.5",".",".","",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Foundations of US Air Force II","Course Total","","20","3.921","80.0","15.0",".",".","",".","",".","",".","5.0","",".",".","",".","",".","",".",".",".","."
"","202
001","","10","4.000","100.0",".",".",".","",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"","202
002","","7","4.000","100.0",".",".",".","",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Evolution of US Air & Space II","Course Total","","17","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Leadership Studies II","304
001","","19","3.868","84.2","5.3","10.5",".","",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Preparation for Active Duty","402
001","","14","3.821","78.6","7.1","14.3",".","",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"A F AERO
102","Dept. Total","","70","3.878","85.7","7.1","5.7",".","",".","",".","",".","1.4","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"102
A F AERO","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","17","3.941","88.2","11.8",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","9","3.944","88.9","11.1",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","20","3.857","90.0",".","10.0",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","23","3.866","82.6","8.7","8.7",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","69","3.878","87.0","7.2","5.8",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","",".",".",".",".","",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","70","3.878","85.7","7.1","5.7",".","",".","",".","",".","1.4","",".",".","",".","",".","",".",".",".","."
