"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"","940
008","14","3.393",".","78.6","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
009","24","3.146","16.7","29.2","29.2","16.7","8.3",".",".",".",".",".",".",".",".",".",".","."
"","010
940","6","3.417","33.3","16.7","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
011","10","3.929","60.0","10.0",".",".",".",".",".","30.0",".",".",".",".",".",".",".","."
"","940
012","11","3.591","45.5","27.3","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
013","8","3.688","50.0","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
014","16","3.781","68.8","18.8","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
015","8","3.875","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
016","18","3.967","77.8","5.6",".",".",".",".",".",".",".",".",".",".","5.6",".","5.6","5.6"
"","017
940","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
018","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","019
940","15","3.633","53.3","20.0","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
020","21","3.579","38.1","28.6","23.8",".",".",".",".","9.5",".",".",".",".",".",".",".","."
"","940
021","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","022
940","16","3.462","31.3","12.5","37.5",".",".",".",".","18.8",".",".",".",".",".",".",".","."
"","023
940","7","3.357","14.3","42.9","42.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","024
940","6","3.300","33.3","16.7","16.7",".",".","16.7",".","16.7",".",".",".",".",".",".",".","."
"","940
025","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
026","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
027","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
028","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","029
940","6","3.500","33.3","16.7","33.3",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"Law & Contemporary Problems","Course Total","329","3.645","46.8","27.1","17.0","1.5","0.6","0.3",".","5.8",".",".",".",".","0.3",".","0.3","0.3"
"Probs:Insurance Law Seminar","948
001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"General Practice Course","950
001","55","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Publ Sect Labor Rel Law Sem","955
001","21","3.761","71.4","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Probs:Trade Regulation-Smr","961
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Latin Amer Legal Institutns","982
001","9","3.205","22.2","11.1","44.4",".","11.1",".",".","11.1",".",".",".",".",".",".",".","."
"","990
007","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
009","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
011","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
012","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
016","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
018","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
021","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
024","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
025","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
026","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
027","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
033","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
034","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
036","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
037","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
039","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
041","1","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 322 of 392",""
