"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","","","","",""
"ACTUARIAL SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"242
ACT SCI","","","","","","","","","","","","","","","","","","","","","",""
"","300
001","24","3.804","70.8","12.5","12.5",".",".",".",".","4.2",".",".",".","",".","",".","",".",".","."
"","002
300","9","3.889","88.9",".","11.1",".",".",".",".",".",".",".",".","",".","",".","",".",".","."
"Actuarial Science Methods","Course Total","33","3.828","75.8","9.1","12.1",".",".",".",".","3.0",".",".","",".","",".","",".",".",".","."
"Theory-Interst & Life Insur","303
001","37","3.014","21.6","21.6","24.3","13.5","16.2",".","2.7",".",".",".",".","",".","",".","",".",".","."
"Actuarial Mathematics 2","651
001","24","2.979","16.7","20.8","29.2","16.7","12.5","4.2",".",".",".",".",".","",".","",".","",".",".","."
"Loss Distributn&Survival Model","653
001","15","3.417","33.3","20.0","13.3","6.7","6.7",".",".","13.3","6.7",".",".","",".","",".","",".",".","."
"ACT SCI
242","Dept. Total","109","3.165","38.5","17.4","20.2","9.2","9.2","0.9","0.9","2.8","0.9",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"242
ACT SCI","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","9","3.267","44.4","11.1","33.3","11.1",".",".",".",".",".",".","",".","",".","",".",".",".","."
"Junior","","39","3.290","53.8","12.8","17.9","5.1","10.3",".",".",".",".",".","",".","",".","",".",".",".","."
"Senior","","49","3.016","24.5","18.4","22.4","14.3","12.2","2.0",".","4.1","2.0",".","",".","",".","",".",".",".","."
"Undergraduates","","97","3.135","38.1","15.5","21.6","10.3","10.3","1.0",".","2.1","1.0",".","",".","",".","",".",".",".","."
"Special","","2","0.000",".",".",".",".",".",".","50.0","50.0",".",".","",".","",".","",".",".",".","."
"Graduate","","10","3.700","50.0","40.0","10.0",".",".",".",".",".",".",".","",".","",".","",".",".",".","."
"","Dept. Total","109","3.165","38.5","17.4","20.2","9.2","9.2","0.9","0.9","2.8","0.9",".","",".","",".","",".",".",".","."
