"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"","852
005","7","3.500","28.6","42.9","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","852
006","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","007
852","15","3.867","73.3","26.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Trial Advocacy","Course Total","71","3.776","38.0","18.3","5.6","1.4",".",".",".","36.6",".",".",".",".",".",".",".","."
"","854
001","40","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
002","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","003
854","11","3.905","90.9",".",".",".",".","9.1",".",".",".",".",".",".",".",".",".","."
"","854
004","13","",".",".",".",".",".",".",".","92.3",".",".",".",".",".",".",".","7.7"
"","854
005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
006","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
008","16","3.814","62.5","31.3","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","854
009","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
010","15","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
012","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Clinical Program","Course Total","117","3.868","17.1","4.3","0.9",".",".","0.9",".","76.1",".",".",".",".",".",".",".","0.9"
"Collctv Bargang-Arbtrn Proc","858
001","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Criminal Procedure","860
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Institutionalized Persons","862
001","38","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"International Tax","870
001","28","3.518","39.3","25.0","35.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Wis Environmntl Law Journal","894
001","22","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Wisconsin Internl Law Journ","895
001","73","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Womens Law Journal","896
001","24","",".",".",".",".",".",".",".","95.8",".",".",".",".","4.2",".",".","."
"Law Review","899
001","76","",".",".",".",".",".",".",".","98.7",".",".",".",".",".",".","1.3","."
"","904
001","15","3.833","53.3","26.7",".",".",".",".",".","20.0",".",".",".",".",".",".",".","."
"","002
904","27","3.667","51.9","29.6","18.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
904","27","3.386","25.9","25.9","37.0","3.7",".",".",".","7.4",".",".",".",".",".",".",".","."
"","004
904","15","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","904
005","25","3.500","36.0","24.0","12.0","12.0",".",".",".","16.0",".",".",".",".",".",".",".","."
"Constitutional Law Seminar","Course Total","109","3.551","39.4","27.5","21.1","3.7",".",".",".","8.3",".",".",".",".",".",".",".","."
"Securities Regulation","914
001","14","3.462","50.0",".","35.7",".","7.1",".",".","7.1",".",".",".",".",".",".",".","."
"Probs-Criminal Justice Adm","915
001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","918
001","15","3.679","53.3","26.7","6.7","6.7",".",".",".","6.7",".",".",".",".",".",".",".","."
"","918
002","15","3.829","66.7","20.0","6.7",".",".",".",".",".",".",".",".",".","6.7",".",".","."
"Problems: Intl Law Seminar","Course Total","30","3.768","60.0","23.3","6.7","3.3",".",".",".","3.3",".",".",".",".","3.3",".",".","."
"Problems- Land Law Seminar","928
001","8","4.000","87.5",".",".",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"Health Law & Admin Seminar","935
001","13","3.769","61.5","30.8","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
001","14","3.656","50.0","21.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
940","21","3.714","42.9","57.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
003","20","3.708","30.0","25.0","5.0",".",".",".",".","40.0",".",".",".",".",".",".",".","."
"","940
004","9","3.563","44.4","11.1","33.3",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"","940
005","8","3.375","25.0","37.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","940
006","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
007","25","3.680","44.0","48.0","8.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 321 of 392",""
