"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","","","",""
"ENGR PROFESSIONAL DEVELO Section","","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"348
E P D","","","","","","","","","","","","","","","","","","","","",""
"","275","001","","16","3.906","81.3","18.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","275","002","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","275","003","","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","275","004","","16","3.781","62.5","31.3","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","275","005","","12","3.792","75.0","8.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","275","006","","14","3.643","50.0","28.6","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Technical Presentations","","Course Total","","86","3.849","76.7","16.3","7.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tech Communications Intrshp","398","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Engr Applicatns of Statistics","416","003","","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Quality Engr & Quality Mgmnt","518","001","","27","3.981","96.3","3.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Engr Analysis Decision Making","610","001","","17","3.618","58.8","29.4","5.9",".",".","5.9",".",".",".",".",".",".",".",".",".","."
"Engr Economics & Management","611","001","","23","3.696","47.8","43.5","8.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Technical Project Management","612","001","","19","3.842","68.4","31.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Communicating Technical Info","617","001","","16","3.594","31.3","56.3","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Appl Ldrshp&Mngmt of Engr Orgs","618","001","","27","3.944","92.6","3.7","3.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Engine Design I","622","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Engine Gas Dynamics","625","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Powertrain Systems & Controls","629","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Polymer Characterization","637","001","","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Plastic Recycling & Sustain","639","001","","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Polymer Rheology","640","001","","11","3.455","45.5","18.2","27.3",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"Electric Machines","645","001","","6","3.583","66.7","16.7",".",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"Electric Drives Traction Apps","646","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Sustainable Systems Capstone","669","001","","9","3.778","66.7","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics in E P D","690","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professional Presentations","702","001","","14","3.786","71.4","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Change Management","706","001","","20","3.775","75.0","15.0","5.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
