"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"FRENCH (FRENCH AND ITALIAN) Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"400
FRENCH","","","","","","","","","","","","","","","","","","","",""
"","101
001","","8","3.188","50.0","25.0",".","12.5",".",".","12.5",".",".",".",".",".",".",".",".","."
"","101
002","","9","3.833","77.8","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","101
003","","14","3.750","78.6",".","14.3","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","101
005","","22","3.818","86.4",".","4.5","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"First Semester French","Course Total","","53","3.708","77.4","5.7","7.5","7.5",".",".","1.9",".",".",".",".",".",".",".",".","."
"","102
002","","10","3.100","50.0",".","30.0",".",".","20.0",".",".",".",".",".",".",".",".",".","."
"","102
003","","25","3.260","44.0","20.0","12.0","8.0","12.0",".","4.0",".",".",".",".",".",".",".",".","."
"","102
004","","22","3.614","72.7","4.5","4.5","9.1","9.1",".",".",".",".",".",".",".",".",".",".","."
"Second Semester French","Course Total","","57","3.368","56.1","10.5","12.3","7.0","8.8","3.5","1.8",".",".",".",".",".",".",".",".","."
"","203
002","","22","3.364","50.0","27.3","4.5","9.1",".","4.5","4.5",".",".",".",".",".",".",".",".","."
"","203
003","","17","3.471","41.2","29.4","17.6","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"Third Semester French","Course Total","","39","3.410","46.2","28.2","10.3","7.7","2.6","2.6","2.6",".",".",".",".",".",".",".",".","."
"","204
001","","13","3.654","69.2","23.1",".",".",".","7.7",".",".",".",".",".",".",".",".",".","."
"","204
002","","21","3.786","61.9","33.3","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
003","","19","3.763","68.4","21.1","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"Fourth Semester French","Course Total","","53","3.745","66.0","26.4","3.8","1.9",".","1.9",".",".",".",".",".",".",".",".",".","."
"","211
001","","54","3.731","55.6","37.0","5.6","1.9",".",".",".",".",".",".",".",".",".",".",".","."
"","211
00A","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"French Lit & Interdis Studies","Course Total","","57","3.740","57.9","35.1","5.3","1.8",".",".",".",".",".",".",".",".",".",".",".","."
"","228
001","","17","3.794","64.7","29.4","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","228
003","","28","3.768","64.3","28.6","3.6","3.6",".",".",".",".",".",".",".",".",".",".",".","."
"Intermed Language & Culture","Course Total","","45","3.778","64.4","28.9","4.4","2.2",".",".",".",".",".",".",".",".",".",".",".","."
"","271
002","","24","3.813","70.8","20.8","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","271
003","","26","3.865","88.5","3.8","3.8",".","3.8",".",".",".",".",".",".",".",".",".",".","."
"Lit Comics & Film in French","Course Total","","50","3.840","80.0","12.0","6.0",".","2.0",".",".",".",".",".",".",".",".",".",".","."
"Advanced Writing Workshop","312
001","","18","3.667","72.2","16.7",".","5.6",".","5.6",".",".",".",".",".",".",".",".",".","."
"Comtemp Issues in Buss,Gov&NGO","314
001","","26","3.904","84.6","11.5","3.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","316
00A","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","316
00B","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","316
00C","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Study Abroad: Adv French Lang","Course Total","","6","3.950","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Medievl&Early Mod French Lit","321
001","","23","3.652","52.2","30.4","13.0","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"Modern French&Francophone Lit","322
001","","12","3.625","66.7","8.3","16.7",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"FR Fashion - Mid Ages to Today","345
001","","38","3.556","36.8","39.5","13.2","2.6","2.6",".",".","5.3",".",".",".",".",".",".",".","."
"Modernity Studies","348
001","","23","3.717","73.9","21.7",".",".",".",".","4.3",".",".",".",".",".",".",".",".","."
"Study Abroad: French Civ","362
00A","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"French/Francophone Cultrl Stdy","462
001","","9","3.875","77.8",".","11.1",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"Intro to Phonetics","590
001","","25","3.780","64.0","28.0","8.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics Literature and Culture","672
001","","6","3.417","16.7","50.0","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Research Laboratory I","750
001","","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
