"L&S","","","","","","","","","","","","","","","","","","","",""
"GENDER AND WOMENS STUDIE Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"963
GEN&WS","","","","","","","","","","","","","","","","","","","",""
"GEN&WS
Dept. Total
963","1548","3.742","74.3","13.6","5.1","2.6","1.7","1.0","0.6","0.2","",".","0.1","",".","0.1","0.6",".","0.1","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"963
GEN&WS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","117","3.653","70.1","16.2","1.7","5.1","2.6","2.6","0.9",".","",".","0.9","",".",".",".",".",".","."
"Sophomore","450","3.797","77.6","13.3","4.4","1.6","2.0","0.2","0.2",".","",".","0.2","",".",".","0.4",".",".","."
"Junior","371","3.715","70.9","15.1","5.9","3.5","1.1","1.3","0.5",".","",".",".","",".",".","1.6",".",".","."
"Senior","534","3.718","73.2","13.9","6.2","2.6","1.9","1.1","0.9",".","",".",".","",".","0.2",".",".",".","."
"Undergraduates","1472","3.737","73.7","14.2","5.2","2.7","1.8","1.0","0.6",".","",".","0.1","",".","0.1","0.5",".",".","."
"Special","8","2.474","12.5","12.5","25.0",".",".","12.5","12.5",".","",".",".","",".",".",".",".","25.0","."
"Graduate","68","4.000","94.1",".",".",".",".",".",".","4.4","",".",".","",".",".","1.5",".",".","."
"Dept. Total","1548","3.742","74.3","13.6","5.1","2.6","1.7","1.0","0.6","0.2","",".","0.1","",".","0.1","0.6",".","0.1","."
