"","990
014","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
025","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
039","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Dissertator Research","Course Total","7","",".",".",".",".","",".","",".","",".",".","",".","100.0","",".","",".","",".",".",".","."
"B M I
210","Dept. Total","177","3.868","75.7","10.7","6.8","0.6","",".","",".","",".","2.3","",".","4.0","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"210
B M I","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","12","3.800","75.0",".","16.7",".","",".","",".","",".","8.3","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","12","3.800","75.0",".","16.7",".","",".","",".","",".","8.3","",".",".","",".","",".","",".",".",".","."
"Special","","3","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Graduate","","158","3.868","75.3","12.0","5.7","0.6","",".","",".","",".","1.9","",".","4.4","",".","",".","",".",".",".","."
"Prof Yr 3","","4","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Professionals","","4","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","177","3.868","75.7","10.7","6.8","0.6","",".","",".","",".","2.3","",".","4.0","",".","",".","",".",".",".","."
