"","999
029","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
034","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
040","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Reading & Rsch","Course Total","28","4.000","96.4",".",".",".",".",".",".",".","",".",".","",".","",".","3.6",".",".","."
"L I S
544","Dept. Total","2454","3.780","78.4","11.1","4.1","2.0","1.3","1.1","0.7","0.3","",".","0.7","",".","",".","0.1",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"544
L I S","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","46","3.786","84.8","2.2","4.3","4.3","4.3",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","243","3.824","81.5","11.5","3.7","1.2","0.4","1.6",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","458","3.701","74.9","11.1","6.3","2.6","2.0","1.5","1.3",".","",".",".","",".","",".","0.2",".",".","."
"Senior","","987","3.721","74.9","12.5","5.2","2.7","2.0","1.5","1.0","0.1","",".",".","",".","",".","0.1",".",".","."
"Undergraduates","","1734","3.732","76.1","11.7","5.2","2.5","1.8","1.5","0.9","0.1","",".",".","",".","",".","0.1",".",".","."
"Special","","15","3.944","53.3","6.7",".",".",".",".",".","20.0","",".",".","",".","",".",".",".","20.0","."
"Graduate","","703","3.909","84.8","9.7","1.3","0.7","0.1",".","0.3","0.6","",".","2.4","",".","",".","0.1",".",".","."
"Prof Yr 2","","2","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"Professionals","","2","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","2454","3.780","78.4","11.1","4.1","2.0","1.3","1.1","0.7","0.3","",".","0.7","",".","",".","0.1",".","0.1","."
