"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","",""
"CONSUMER SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"271
CNSR SCI","","","","","","","","","","","","","","","","","","",""
"830
Families & Households in Comms","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"888
Advanced Consumer Behavior","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"920
Cnsr Sci Graduate Workshop","001","13","3.846","92.3",".",".",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"990","076","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","080","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","081","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","5","***","","","","","","","","","","","","","","","",""
"999","080","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","081","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","2","***","","","","","","","","","","","","","","","",""
