"","990
003","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
023","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
033","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
034","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis","Course Total","14","",".",".",".",".",".",".",".","85.7",".",".",".","7.1","7.1",".",".","."
"AFRICAN
104","Dept. Total","452","3.754","70.1","11.7","6.9","3.3","1.8","0.4","0.2","3.1",".",".",".","0.2","0.7","0.2","1.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","",""
"Freshmen","","35","3.696","65.7","17.1","5.7",".","8.6",".",".",".",".",".",".",".","2.9",".",".","."
"Sophomore","","96","3.766","71.9","14.6","7.3","4.2","1.0",".",".",".",".",".",".",".",".","1.0",".","."
"Junior","","113","3.694","73.5","11.5","5.3","4.4","2.7","1.8","0.9",".",".",".",".",".",".",".",".","."
"Senior","","151","3.799","76.2","11.3","8.6","3.3","0.7",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","395","3.750","73.4","12.7","7.1","3.5","2.0","0.5","0.3",".",".",".",".",".","0.3","0.3",".","."
"Special","","11","3.300","9.1",".","18.2",".",".",".",".","18.2",".",".",".",".",".",".","54.5","."
"Graduate","","43","3.934","60.5","2.3","2.3",".",".",".",".","27.9",".",".",".","2.3","4.7",".",".","."
"Prof Yr 3","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total","452","3.754","70.1","11.7","6.9","3.3","1.8","0.4","0.2","3.1",".",".",".","0.2","0.7","0.2","1.3","."
