"Luso-Brazilian Culture","642
001","","5","***","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Directed Study","699
001","","1","***","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Thesis","990
002","","1","***","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"PORTUG
782","Dept. Total","","43","3.664","67.4","14.0","9.3","2.3","2.3","2.3","",".","",".","",".",".","",".","",".","",".",".","2.3","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"782
PORTUG","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","1","***","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Sophomore","","","7","3.481","57.1","14.3","14.3",".","14.3",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","10","3.625","60.0","10.0","20.0","10.0",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","10","3.557","70.0","20.0",".",".",".","10.0","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","28","3.578","64.3","14.3","10.7","3.6","3.6","3.6","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","14","3.841","71.4","14.3","7.1",".",".",".","",".","",".","",".",".","",".","",".","",".",".","7.1","."
"Prof Yr 3","","","1","***","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Professionals","","","1","***","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","","43","3.664","67.4","14.0","9.3","2.3","2.3","2.3","",".","",".","",".",".","",".","",".","",".",".","2.3","."
