"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","","","","",""
"","999
184","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"PhD Diss/DMA Project","Course Total","32","",".",".",".",".",".",".",".","100.0","",".",".","",".","",".",".",".",".","."
"MUSIC
660","Dept. Total","4757","3.793","86.0","5.1","3.0","1.4","1.0","0.7","1.0","1.0","",".","0.1","",".","",".","0.1","0.3","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","354","3.580","75.7","8.5","5.9","3.4","2.5","2.0","2.0",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","1238","3.804","86.5","6.3","3.5","1.0","1.0","0.6","1.0",".","",".",".","",".","",".","0.1","0.1",".","."
"Junior","","1102","3.814","89.0","5.1","2.0","1.2","1.0","0.5","1.0","0.1","",".",".","",".","",".",".","0.1",".","."
"Senior","","1661","3.805","88.6","3.9","3.3","1.6","0.8","0.6","0.8","0.1","",".","0.2","",".","",".",".",".",".","."
"Undergraduates","","4355","3.783","87.1","5.3","3.2","1.4","1.1","0.7","1.0","0.1","",".","0.1","",".","",".","0.0","0.0",".","."
"Special","","71","3.430","31.0","1.4","4.2","2.8",".",".","4.2","12.7","",".",".","",".","",".",".","14.1","29.6","."
"Graduate","","327","3.930","83.8","4.0","0.3","0.3","0.3","0.3",".","10.4","",".",".","",".","",".","0.6",".",".","."
"Prof Yr 1","","1","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"Prof Yr 2","","1","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"Prof Yr 3","","2","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"Professionals","","4","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","4757","3.793","86.0","5.1","3.0","1.4","1.0","0.7","1.0","1.0","",".","0.1","",".","",".","0.1","0.3","0.4","."
