"Introduction to Capstone","880
001","21","3.976","95.2","4.8",".",".","",".","",".",".",".","",".","",".",".","",".","","",".",".",".","."
"Capstone Project II","882
001","27","4.000","100.0",".",".",".","",".","",".",".",".","",".","",".",".","",".","","",".",".",".","."
"Doc Experiential Component","883
001","27","",".",".",".",".","",".","",".",".",".","",".","","100.0",".","",".","","",".",".",".","."
"OCC THER
695","Dept. Total","353","3.936","80.2","4.0","1.1","0.3","",".","",".","0.3","",".","",".","14.2","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"695
OCC THER","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","3","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Sophomore","","15","3.667","80.0","13.3",".",".","",".","",".","6.7","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","19","4.000","100.0",".",".",".","",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","17","3.912","94.1",".",".","5.9","",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","54","3.880","92.6","3.7",".","1.9","",".","",".","1.9","",".","",".",".","",".","",".","",".",".",".","."
"Special","","3","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Graduate","","296","3.941","78.0","3.7","1.4",".","",".","",".",".","",".","",".","16.9","",".","",".","",".",".",".","."
"","Dept. Total","353","3.936","80.2","4.0","1.1","0.3","",".","",".","0.3","",".","",".","14.2","",".","",".","",".",".",".","."
