"L&S","","","","","","","","","","","","","","","","","","","","","",""
"CLASSICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"244
CLASSICS","","","","","","","","","","","","","","","","","","","","","",""
"CLASSICS
244","Dept. Total","696","3.679","65.2","15.9","10.3","2.7","1.0","1.3","0.7","1.7","",".",".","",".","",".","0.1","0.3","0.6","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"244
CLASSICS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","20","3.492","45.0","20.0","20.0","15.0",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","149","3.563","54.4","25.5","12.1","2.0","0.7","4.7",".",".","",".",".","",".","",".",".","0.7",".","."
"Junior","","240","3.696","66.3","14.6","14.2","2.9","0.8","0.4","0.4",".","",".",".","",".","",".","0.4",".",".","."
"Senior","","255","3.746","75.3","12.9","6.3","2.4","1.6","0.4","1.2",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","664","3.680","66.4","16.6","10.8","2.9","1.1","1.4","0.6",".","",".",".","",".","",".","0.2","0.2",".","."
"Special","","19","2.000","5.3",".",".",".",".",".","5.3","63.2","",".",".","",".","",".",".","5.3","21.1","."
"Graduate","","11","3.948","90.9","9.1",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"Professionals","","2","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","696","3.679","65.2","15.9","10.3","2.7","1.0","1.3","0.7","1.7","",".",".","",".","",".","0.1","0.3","0.6","."
