"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","",""
"GENERAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","",""
"Adv SQL & Data Warehousing","Course Total","119","3.899","85.7","9.2","4.2","0.8",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Experience in Business","750
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","760
001","15","3.500","26.7","53.3","13.3","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","760
050","15","3.667","53.3","26.7","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Business Data Technology","Course Total","30","3.567","40.0","40.0","16.7","3.3",".",".",".",".",".",".",".",".",".",".",".","."
"Bayesian Statistics","775
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","777
010","27","3.815","85.2","7.4",".",".","7.4",".",".",".",".",".",".",".",".",".",".","."
"","777
011","23","3.717","56.5","34.8","4.3","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","777
012","22","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","777
013","27","3.981","96.3","3.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Consulting Skills Bootcamp","Course Total","99","3.869","82.8","13.1","1.0","1.0","2.0",".",".",".",".",".",".",".",".",".",".","."
"","790
010","27","3.926","88.9","7.4","3.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","790
011","23","3.478","47.8","21.7","13.0","13.0","4.3",".",".",".",".",".",".",".",".",".",".","."
"","790
012","27","3.815","74.1","18.5","3.7","3.7",".",".",".",".",".",".",".",".",".",".",".","."
"","790
013","22","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Consulting Project Capstone","Course Total","99","3.788","73.7","16.2","5.1","4.0","1.0",".",".",".",".",".",".",".",".",".",".","."
"Current Topics in BA and AI","840
010","92","3.875","82.6","9.8","7.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Business Stats Using Python","881
080","42","3.821","76.2","11.9","11.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"SQL Fundamentals","882
080","40","3.925","85.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Data Visualization Cloud Tech","883
080","41","3.902","87.8","9.8",".",".","2.4",".",".",".",".",".",".",".",".",".",".","."
"Applied Machine Learning","888
080","37","3.757","62.2","29.7","5.4","2.7",".",".",".",".",".",".",".",".",".",".",".","."
"Text Mining & Generation","891
080","37","3.932","89.2","8.1","2.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Consulting Project Management","893
080","39","3.718","59.0","28.2","10.3","2.6",".",".",".",".",".",".",".",".",".",".",".","."
