"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"LITERATURE IN TRANSLATION","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"551
LITTRANS","","","","","","","","","","","","","","","","","","","","","","",""
"LITTRANS
551","Dept. Total","618","3.606","63.8","14.7","8.1","3.1","2.8","2.1","1.5","3.4","",".",".","",".","",".","",".","0.2","0.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"551
LITTRANS","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","23","3.366","47.8","17.4","21.7","4.3","4.3",".","4.3",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","128","3.657","75.0","9.4","4.7","3.9","3.1","0.8","2.3",".","",".",".","",".","",".","",".","0.8",".","."
"Junior","","178","3.582","62.9","17.4","9.6","2.8","3.9","2.2","1.1",".","",".",".","",".","",".","",".",".",".","."
"Senior","","266","3.616","65.4","16.5","8.3","3.0","1.9","3.0","1.1","0.8","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","595","3.605","66.1","15.3","8.4","3.2","2.9","2.2","1.5","0.3","",".",".","",".","",".","",".","0.2",".","."
"Special","","23","4.000","4.3",".",".",".",".",".",".","82.6","",".",".","",".","",".","",".",".","13.0","."
"","Dept. Total","618","3.606","63.8","14.7","8.1","3.1","2.8","2.1","1.5","3.4","",".",".","",".","",".","",".","0.2","0.5","."
