"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"REHAB PSYCH & SPECIAL EDUC Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"194
RP & SE","","","","","","","","","","","","","","","","","","",""
"","100
001","70","3.850","90.0","2.9","2.9","1.4","1.4",".","1.4",".",".",".",".",".",".",".",".","."
"","100
002","77","3.916","88.3","9.1","1.3",".","1.3",".",".",".",".",".",".",".",".",".",".","."
"Disability and Society","Course Total","147","3.884","89.1","6.1","2.0","0.7","1.4",".","0.7",".",".",".",".",".",".",".",".","."
"Disability and Substance Abuse","121
001","69","3.978","94.2","4.3",".",".",".",".",".",".",".",".",".",".",".","1.4",".","."
"Health & Rhabilitatn Prfessns","125
001","66","3.977","98.5",".",".","1.5",".",".",".",".",".",".",".",".",".",".",".","."
"Disability & Crim Justice Syst","135
001","24","3.938","91.7","4.2","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
001","63","3.903","92.1","1.6",".","1.6","3.2",".",".",".",".",".",".",".","1.6",".",".","."
"","300
002","64","3.944","92.2","1.6","4.7",".",".",".",".",".",".",".",".",".","1.6",".",".","."
"Individls with Disabilities","Course Total","127","3.924","92.1","1.6","2.4","0.8","1.6",".",".",".",".",".",".",".","1.6",".",".","."
"","310
001","38","3.959","89.5","7.9",".",".",".",".",".","2.6",".",".",".",".",".",".",".","."
"","310
002","40","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Positive Psych and Well Being","Course Total","78","3.981","94.9","3.8",".",".",".",".",".","1.3",".",".",".",".",".",".",".","."
"Disability and the Media","312
001","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Health Prmtion Disab & Illness","316
001","36","3.861","77.8","16.7","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","325
001","30","3.867","76.7","20.0","3.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","325
002","30","3.933","90.0","6.7","3.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Self Mngmt Illness, Disability","Course Total","60","3.900","83.3","13.3","3.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Sport Psychology","335
001","34","3.912","88.2","5.9","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tching Math in Inclusive Set","365
001","18","3.917","88.9","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Community Psychiatric Rehab","390
001","29","3.931","89.7","6.9","3.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Current Topics in Special Ed","405
001","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"ECSE Mthds Infant & Toddlers","455
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Stdt Teaching Sem - Dual Major","457
001","28","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","464
001","43","3.942","88.4","11.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","464
002","32","3.969","96.9",".","3.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Diagnosis and Assessment","Course Total","75","3.953","92.0","6.7","1.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Reading Inst for Stdt with Dis","465
001","31","3.839","74.2","19.4","6.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Diversity in Special Education","466
001","29","3.862","89.7","6.9",".",".",".","3.4",".",".",".",".",".",".",".",".",".","."
"","467
001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","467
002","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem Stdt Teaching Seminar","Course Total","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Secondary Student Teaching Smr","468
002","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","472
001","35","3.786","77.1","11.4","5.7","2.9","2.9",".",".",".",".",".",".",".",".",".",".","."
"","472
002","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Methods in Transtn & Voc Educ","Course Total","44","3.830","81.8","9.1","4.5","2.3","2.3",".",".",".",".",".",".",".",".",".",".","."
"Class Mgmt for Inclusive Class","473
001","36","3.611","75.0","8.3","5.6","2.8","2.8","2.8","2.8",".",".",".",".",".",".",".",".","."
"","475
002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","475
003","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","475
004","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","475
005","4","***","","","","","","","","","",".",".",".",".",".",".","."
