"ZOOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","","",""
"682","151","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","153","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","154","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","155","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","156","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","14","4.000","92.9",".",".",".",".",".",".",".",".",".",".",".","7.1",".",".","."
"692","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","107","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","108","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","","3","***","","","","","","","","","","","","","","","",""
"699","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","009","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","019","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","020","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","027","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","040","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","047","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","063","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","066","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","068","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","116","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Studies in Zoology","Course Total","","57","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"725
Ecosystem Concepts","001","","11","3.909","90.9",".","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"799
Independent Study","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"800","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"800","002","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv. Topics in the Bio Science","Course Total","","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"821
Foundations of Ecology","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"911
Limnology & Marine Sci Seminar","001","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"960
Seminar in Cellular Biology","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"962","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"962","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar-Ethology","Course Total","","4","***","","","","","","","","","","","","","","","",""
"990","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"July 27, 2025","","","","","","","","","","","","","","","","","","","Page 372 of 486",""
