"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","",""
"","100
063","19","3.974","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
065","19","3.737","63.2","21.1","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
069","19","3.921","84.2","15.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
070","19","3.895","84.2","10.5","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
071","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
073","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
074","18","3.833","83.3","11.1",".",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","100
076","20","3.975","95.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
077","18","3.833","72.2","22.2","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
078","19","3.579","52.6","21.1","21.1",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","100
079","18","3.472","44.4","16.7","33.3",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","100
080","17","3.971","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
082","19","3.947","89.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
084","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
085","19","3.947","89.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
086","18","3.861","77.8","16.7","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
091","7","2.857","28.6","14.3",".","14.3","42.9",".",".",".",".",".",".",".",".",".",".","."
"","100
092","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
093","10","3.200","50.0","20.0","10.0",".","10.0",".","10.0",".",".",".",".",".",".",".",".","."
"","100
094","7","3.786","85.7",".",".","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to College Composition","Course Total","1130","3.851","84.9","8.5","3.5","0.8","1.4","0.4","0.4",".",".",".",".",".",".",".",".","."
"Intro-Theatre & Dramatic Lit","120
001","230","3.654","66.1","19.6","4.8","3.9","1.7","1.7","1.3","0.4",".",".",".",".","0.4",".",".","."
"Women's Writing","144
001","118","3.628","59.3","22.9","6.8","3.4","6.8",".",".",".",".",".",".",".","0.8",".",".","."
"Lit & Culture of Asian America","150
001","78","3.753","65.4","23.1","6.4","2.6","1.3",".",".",".",".",".",".",".","1.3",".",".","."
"","153
001","159","3.890","88.1","7.5","2.5","0.6","0.6",".","0.6",".",".",".",".",".",".",".",".","."
"","153
002","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Literature and the Environment","Course Total","180","3.903","89.4","6.7","2.2","0.6","0.6",".","0.6",".",".",".",".",".",".",".",".","."
"","155
001","35","3.900","91.4","2.9","2.9",".","2.9",".",".",".",".",".",".",".",".",".",".","."
"","155
002","29","3.828","72.4","20.7","6.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Myth and Literature","Course Total","64","3.867","82.8","10.9","4.7",".","1.6",".",".",".",".",".",".",".",".",".",".","."
"","156
001","26","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","156
002","50","3.880","82.0","12.0","6.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Literature and Medicine","Course Total","76","3.921","88.2","7.9","3.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Modern Literature","168
001","30","3.732","56.7","30.0","3.3",".","3.3",".",".","6.7",".",".",".",".",".",".",".","."
"","169
001","212","3.836","85.8","7.5","2.8","0.5","0.9","0.5","1.4","0.5",".",".",".",".",".",".",".","."
"","169
002","25","3.420","52.0","16.0","16.0","12.0",".",".","4.0",".",".",".",".",".",".",".",".","."
"","169
003","30","3.850","83.3","6.7","6.7","3.3",".",".",".",".",".",".",".",".",".",".",".","."
"Modern American Literature","Course Total","267","3.799","82.4","8.2","4.5","1.9","0.7","0.4","1.5","0.4",".",".",".",".",".",".",".","."
"Literatures of Native America","172
001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","173
001","28","3.107","7.1","50.0","25.0","7.1","7.1",".","3.6",".",".",".",".",".",".",".",".","."
"","173
002","40","3.775","85.0",".","12.5",".",".",".","2.5",".",".",".",".",".",".",".",".","."
"Ethnic and Multicultural Lit","Course Total","68","3.500","52.9","20.6","17.6","2.9","2.9",".","2.9",".",".",".",".",".",".",".",".","."
