"","699
014","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
016","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
026","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Project","Course Total","3","***","","","","","","","","","","","","","","","","","",""
"DANCE
741","Dept. Total","1740","3.833","85.4","6.6","4.1","0.9","1.1","0.2","0.6","0.5","0.1",".","",".","",".","0.3","0.1","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"741
DANCE","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","95","3.841","80.0","13.7","3.2",".","3.2",".",".",".",".",".","",".","",".",".",".",".","."
"Sophomore","","363","3.884","87.9","6.6","3.3","0.3","0.8",".","0.6",".",".",".","",".","",".","0.3","0.3",".","."
"Junior","","439","3.850","86.6","7.5","3.4","0.2","0.9","0.5","0.2",".",".",".","",".","",".","0.7",".",".","."
"Senior","","777","3.779","84.7","5.3","5.3","1.7","1.3","0.1","0.9","0.5","0.1",".","",".","",".","0.1",".",".","."
"Undergraduates","","1674","3.829","85.6","6.6","4.2","0.9","1.2","0.2","0.6","0.2","0.1",".","",".","",".","0.3","0.1",".","."
"Special","","29","3.958","65.5","6.9",".",".",".",".",".","10.3",".",".","",".","",".",".",".","17.2","."
"Graduate","","31","3.986","90.3","3.2",".",".",".",".",".","6.5",".",".","",".","",".",".",".",".","."
"Prof Yr 2","","3","***","","","","","","","","","",".","",".","",".",".",".",".","."
"Prof Yr 3","","4","***","","","","","","","","","",".","",".","",".",".",".",".","."
"Professionals","","7","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"","Dept. Total","1741","3.833","85.4","6.5","4.1","0.9","1.1","0.2","0.6","0.5","0.1",".","",".","",".","0.3","0.1","0.3","."
