"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Trial Advocacy","Course Total","35","",".",".",".",".",".",".",".","91.4",".",".",".",".",".",".",".","8.6"
"","853
001","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","853
002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","853
003","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","853
004","18","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","853
005","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","853
006","6","",".",".",".",".",".",".",".","66.7",".",".",".",".",".",".",".","33.3"
"Mock Trial","Course Total","45","",".",".",".",".",".",".",".","95.6",".",".",".",".",".",".",".","4.4"
"","854
001","13","",".",".",".",".",".",".",".","84.6",".",".",".",".",".",".",".","15.4"
"","854
002","9","",".",".",".",".",".",".",".","88.9",".",".",".",".",".",".",".","11.1"
"","854
003","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
004","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
005","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
006","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
007","14","",".",".",".",".",".",".",".","78.6",".",".",".",".",".",".",".","21.4"
"","854
008","27","",".",".",".",".",".",".",".","96.3",".",".",".",".",".",".",".","3.7"
"","854
009","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
010","9","",".",".",".",".",".",".",".","88.9",".",".",".",".",".",".",".","11.1"
"","854
011","8","",".",".",".",".",".",".",".","87.5",".",".",".",".",".",".",".","12.5"
"","854
012","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
013","6","",".",".",".",".",".",".",".","83.3",".",".",".",".",".",".",".","16.7"
"Clinical Program","Course Total","123","",".",".",".",".",".",".",".","91.9",".",".",".",".",".",".",".","8.1"
"","855
001","97","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","855
002","17","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","855
003","26","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","855
004","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","855
005","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","855
006","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","855
007","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Field Placement","Course Total","157","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Advanced Criminal Procedure","860
001","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Legl Assist Incarcerated Ppl","862
001","15","",".",".",".",".",".",".",".","80.0",".",".",".",".",".",".",".","20.0"
"International Tax","870
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"International Trade Law","871
001","15","1.000","13.3",".","13.3",".",".","6.7",".",".",".",".",".",".",".",".",".","."
"Wisconsin Internl Law Journ","895
001","79","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Journal of Law, Gender & Soc.","896
001","43","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Law Review","899
001","84","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","904
001","12","0.917","16.7",".","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","904
002","11","0.818","9.1",".","9.1",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"","904
003","10","1.100","20.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","904
004","30","1.333","26.7",".","6.7",".","3.3",".",".",".",".",".",".",".",".",".",".","."
