"ELECTRICAL AND COMPUTER E Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","",""
"","315
004","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","315
005","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","315
006","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Microprocessor Lab","Course Total","91","3.995","98.9","1.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","317
001","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","317
003","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sensors Laboratory","Course Total","34","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Signals and Systems","330
001","90","3.317","43.3","18.9","15.6","11.1","7.8","2.2","1.1",".",".",".",".",".",".",".",".","."
"State Space System Analysis","334
001","27","3.296","37.0","22.2","18.5","7.4","14.8",".",".",".",".",".",".",".",".",".",".","."
"Microelectronic Devices","335
001","28","3.125","32.1","14.3","14.3","25.0","14.3",".",".",".",".",".",".",".",".",".",".","."
"","340
001","62","2.984","16.1","19.4","33.9","12.9","16.1",".","1.6",".",".",".",".",".",".",".",".","."
"","340
002","43","3.256","25.6","30.2","18.6","20.9","4.7",".",".",".",".",".",".",".",".",".",".","."
"Electronic Circuits I","Course Total","105","3.095","20.0","23.8","27.6","16.2","11.4",".","1.0",".",".",".",".",".",".",".",".","."
"Electronic Circuits II","342
001","91","3.599","64.8","14.3","9.9","4.4","4.4","1.1","1.1",".",".",".",".",".",".",".",".","."
"","352
001","101","3.228","26.7","24.8","26.7","14.9","5.9",".","1.0",".",".",".",".",".",".",".",".","."
"","352
002","44","3.102","22.7","25.0","29.5","13.6","4.5",".","4.5",".",".",".",".",".",".",".",".","."
"Digital System Fundamentals","Course Total","145","3.190","25.5","24.8","27.6","14.5","5.5",".","2.1",".",".",".",".",".",".",".",".","."
"Intro to Microprocessor Sys","353
001","89","3.368","42.7","22.5","11.2","11.2","7.9","2.2",".",".",".",".",".",".",".","2.2",".","."
"","354
001","28","3.304","28.6","32.1","25.0","7.1","3.6","3.6",".",".",".",".",".",".",".",".",".","."
"","354
002","41","3.317","39.0","17.1","22.0","12.2","9.8",".",".",".",".",".",".",".",".",".",".","."
"","354
003","37","3.257","29.7","18.9","29.7","16.2","5.4",".",".",".",".",".",".",".",".",".",".","."
"Machine Organizatn&Progrmng","Course Total","106","3.292","33.0","21.7","25.5","12.3","6.6","0.9",".",".",".",".",".",".",".",".",".","."
"Electromech Energy Conversn","355
001","88","3.415","33.0","37.5","17.0","6.8","4.5","1.1",".",".",".",".",".",".",".",".",".","."
"","370
001","17","3.971","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
002","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
003","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
004","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Laboratory","Course Total","64","3.992","98.4","1.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Electricl&Electronc Circuit","376
001","51","2.931","27.5","19.6","5.9","25.5","11.8","9.8",".",".",".",".",".",".",".",".",".","."
"Elec&Elec-mech Power Conver","377
001","7","3.286","28.6","14.3","42.9","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","399
009","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
016","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
017","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
024","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
026","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
029","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
030","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
047","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
052","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
058","1","***","","","","","","","","","",".",".",".",".",".",".","."
