"MARKETING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"237
MARKETNG","","","","","","","","","","","","","","","","","","",""
"","300
001","262","3.136","14.1","38.2","22.9","16.4","5.7","1.1","1.1",".",".",".",".",".","0.4",".",".","."
"","300
002","255","3.229","26.7","34.1","17.3","13.3","3.9","3.9","0.8",".",".",".",".",".",".",".",".","."
"Marketing Management","Course Total","517","3.182","20.3","36.2","20.1","14.9","4.8","2.5","1.0",".",".",".",".",".","0.2",".",".","."
"","305
001","44","2.989","20.5","13.6","36.4","6.8","20.5","2.3",".",".",".",".",".",".",".",".",".","."
"","305
002","47","3.351","36.2","12.8","42.6","6.4",".","2.1",".",".",".",".",".",".",".",".",".","."
"","305
003","44","3.432","40.9","20.5","22.7","15.9",".",".",".",".",".",".",".",".",".",".",".","."
"Consumer Behavior","Course Total","135","3.259","32.6","15.6","34.1","9.6","6.7","1.5",".",".",".",".",".",".",".",".",".","."
"","310
001","9","3.222","11.1","44.4","22.2","22.2",".",".",".",".",".",".",".",".",".",".",".","."
"","310
002","28","3.232","3.6","39.3","57.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","310
003","30","3.267","16.7","30.0","46.7","3.3","3.3",".",".",".",".",".",".",".",".",".",".","."
"","310
004","18","3.806","61.1","38.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","310
100","19","3.447","42.1","15.8","31.6","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"Marketing Research","Course Total","104","3.380","25.0","32.7","36.5","4.8","1.0",".",".",".",".",".",".",".",".",".",".","."
"Technology Product Marketing","340
001","18","3.588","61.1","5.6","16.7","5.6","5.6",".",".","5.6",".",".",".",".",".",".",".","."
"","355
001","30","3.383","26.7","43.3","26.7",".",".",".","3.3",".",".",".",".",".",".",".",".","."
"","355
003","42","3.667","42.9","47.6","9.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","355
004","39","3.500","43.6","33.3","17.9",".",".","5.1",".",".",".",".",".",".",".",".",".","."
"","355
005","41","3.439","36.6","34.1","19.5","4.9","2.4","2.4",".",".",".",".",".",".",".",".",".","."
"Marketing in a Digital Age","Course Total","152","3.507","38.2","39.5","17.8","1.3","0.7","2.0","0.7",".",".",".",".",".",".",".",".","."
"Contemporary Topics","365
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Reading & Rsch-Marketing","399
152","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","410
001","14","2.607","14.3","14.3","21.4","21.4","14.3","7.1","7.1",".",".",".",".",".",".",".",".","."
"","410
002","33","3.288","21.2","39.4","24.2","6.1","9.1",".",".",".",".",".",".",".",".",".",".","."
"Sports Marketing","Course Total","47","3.085","19.1","31.9","23.4","10.6","10.6","2.1","2.1",".",".",".",".",".",".",".",".","."
"","421
001","10","3.550","50.0","20.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","421
002","24","3.688","50.0","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fundamentls-Supply Chain Mgmt","Course Total","34","3.647","50.0","32.4","14.7","2.9",".",".",".",".",".",".",".",".",".",".",".","."
"Procurement and Supply Mgmt","423
001","23","3.500","17.4","65.2","17.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sales Strategy and Management","424
001","42","3.250","40.5","16.7","14.3","9.5","19.0",".",".",".",".",".",".",".",".",".",".","."
"","427
001","27","3.444","33.3","44.4","14.8",".","3.7","3.7",".",".",".",".",".",".",".",".",".","."
"","427
002","28","3.750","67.9","14.3","17.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Info Tech in Supply Chains","Course Total","55","3.600","50.9","29.1","16.4",".","1.8","1.8",".",".",".",".",".",".",".",".",".","."
"Global Experience: Sply Chn Mg","429
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","430
001","15","3.500","26.7","46.7","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","430
100","26","3.327","34.6","38.5","11.5","3.8","3.8","7.7",".",".",".",".",".",".",".",".",".","."
"Strategic Pricing","Course Total","41","3.390","31.7","41.5","17.1","2.4","2.4","4.9",".",".",".",".",".",".",".",".",".","."
"","437
001","30","3.850","70.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","437
002","41","3.756","53.7","43.9","2.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"New Product Innovation","Course Total","71","3.796","60.6","38.0","1.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Analytics & Insights","442
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Digital Marketing Analytics","445
001","20","3.575","55.0","25.0","10.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"July 27, 2025","","","","","","","","","","","","","","","","","","","Page 63 of 486"
