"ART DEPARTMENT","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","",""
"","100
001","158","3.864","88.6","5.7","3.8",".",".","0.6","1.3",".",".",".",".",".",".",".",".","."
"","100
002","159","3.877","87.4","8.8","1.3","0.6","0.6","0.6","0.6",".",".",".",".",".",".",".",".","."
"","100
003","157","3.901","93.0","3.2","1.3",".","1.3","0.6","0.6",".",".",".",".",".",".",".",".","."
"Introduction to Art","Course Total","474","3.881","89.7","5.9","2.1","0.2","0.6","0.6","0.8",".",".",".",".",".",".",".",".","."
"","102
001","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
002","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
003","17","3.912","88.2","5.9","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
004","17","3.912","82.4","17.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
005","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
006","17","3.912","88.2","5.9","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Two-Dimensional Design","Course Total","97","3.948","91.8","6.2","2.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","104
001","17","3.647","70.6","11.8",".","11.8","5.9",".",".",".",".",".",".",".",".",".",".","."
"","104
002","17","3.824","76.5","17.6",".","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","104
003","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","104
004","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","104
005","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Three-Dimensional Design","Course Total","83","3.892","89.2","6.0",".","3.6","1.2",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Digital Forms","107
001","155","3.845","91.6","2.6","0.6",".","3.2","0.6","1.3",".",".",".",".",".",".",".",".","."
"","112
001","13","3.955","76.9","7.7",".",".",".",".",".","15.4",".",".",".",".",".",".",".","."
"","112
002","14","3.731","64.3","14.3","7.1","7.1",".",".",".","7.1",".",".",".",".",".",".",".","."
"","112
003","14","3.929","92.9",".","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","112
004","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","112
005","12","3.667","75.0","8.3",".","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"","112
006","10","3.700","80.0",".","10.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"Drawing I","Course Total","76","3.829","80.3","6.6","3.9","2.6","2.6",".",".","3.9",".",".",".",".",".",".",".","."
"","176
001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","176
002","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","176
003","12","3.833","83.3","8.3",".","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","176
004","14","3.929","92.9",".","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","176
005","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","176
006","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Digital Photo for Non-Majors","Course Total","74","3.959","95.9","1.4","1.4","1.4",".",".",".",".",".",".",".",".",".",".",".","."
"Current Directions in Art","208
001","117","3.780","85.5","5.1","2.6","0.9","1.7","1.7","1.7",".",".",".",".",".",".",".","0.9","."
"","212
001","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","212
002","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","212
003","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","212
004","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Drawing Methods & Concepts","Course Total","49","3.990","98.0","2.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","214
001","11","3.864","81.8","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","214
002","11","3.545","72.7",".","18.2",".",".","9.1",".",".",".",".",".",".",".",".",".","."
"Sculpture I","Course Total","22","3.705","77.3","4.5","13.6",".",".","4.5",".",".",".",".",".",".",".",".",".","."
"","222
001","17","3.765","82.4","11.8",".",".",".","5.9",".",".",".",".",".",".",".",".",".","."
"July 27, 2025","","","","","","","","","","","","","","","","","","","Page 77 of 486"
