"L&S","","","","","","","","","","","","","","","","","","","","",""
"ATMOSPHERIC & OCEANIC SCIE Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"640
ATM OCN","","","","","","","","","","","","","","","","","","","","",""
"990
031","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"990
033","5","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"990
036","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"990
039","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"990
042","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Course Total
Research","44","",".",".",".",".",".",".",".","47.7","",".",".","",".","52.3","",".",".",".","."
"999
016
Advanced Independent Study","10","4.000","100.0",".",".",".",".",".",".",".",".","",".",".","",".",".","",".",".","."
"ATM OCN
Dept. Total
640","607","3.348","43.0","18.8","11.7","7.7","6.4","2.5","1.0","3.6","",".",".","",".","3.8","",".","1.5",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"640
ATM OCN","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","44","2.590","18.2","6.8","18.2","18.2","25.0","11.4","2.3",".","",".",".","",".",".","",".",".",".","."
"Sophomore","130","3.053","34.6","18.5","12.3","11.5","14.6","5.4","3.1",".","",".",".","",".",".","",".",".",".","."
"Junior","84","3.315","34.5","29.8","15.5","13.1","4.8","1.2","1.2",".","",".",".","",".",".","",".",".",".","."
"Senior","167","3.568","58.1","17.4","15.0","5.4","3.0","1.2",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","425","3.250","42.1","19.1","14.6","10.1","9.2","3.5","1.4",".","",".",".","",".",".","",".",".",".","."
"Special","12","3.333","8.3","8.3",".","8.3",".",".",".",".","",".",".","",".",".","",".","75.0",".","."
"Graduate","170","3.727","47.6","18.8","5.3","1.8",".",".",".","12.9","",".",".","",".","13.5","",".",".",".","."
"Dept. Total","607","3.348","43.0","18.8","11.7","7.7","6.4","2.5","1.0","3.6","",".",".","",".","3.8","",".","1.5",".","."
