"","990
187","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
189","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
191","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","168","",".",".",".",".",".",".",".","71.4","",".",".","",".","28.6",".",".",".","."
"PHYSICS
754","Dept. Total","3875","3.191","33.1","20.4","19.0","12.6","7.9","1.5","0.7","3.4","",".",".","",".","1.3","0.2","0.0","0.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"754
PHYSICS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","125","3.121","38.4","16.8","16.0","12.0","12.8","2.4","0.8",".","",".",".","",".",".","0.8",".",".","."
"Sophomore","","766","3.145","34.3","19.6","19.8","13.4","9.1","2.3","1.0",".","",".",".","",".",".","0.3",".",".","."
"Junior","","1198","3.168","30.7","22.1","21.5","14.6","8.9","1.5","0.6",".","",".",".","",".",".","0.1",".",".","."
"Senior","","1321","3.186","34.0","21.4","20.1","14.5","8.0","1.1","0.6","0.2","",".",".","",".","0.1","0.1",".",".","."
"Undergraduates","","3410","3.167","33.1","21.1","20.4","14.2","8.8","1.6","0.7","0.1","",".",".","",".","0.0","0.1",".",".","."
"Special","","39","3.264","28.2","15.4","10.3","10.3","5.1","5.1",".","20.5","",".",".","",".",".",".","2.6","2.6","."
"Graduate","","425","3.627","33.4","15.5","8.7","0.2","0.9","0.2","0.5","28.9","",".",".","",".","11.3","0.2",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","3875","3.191","33.1","20.4","19.0","12.6","7.9","1.5","0.7","3.4","",".",".","",".","1.3","0.2","0.0","0.0","."
