"ALS","","","","","","","","","","","","","","","","","","","","",""
"ANIMAL SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"604
AN SCI","","","","","","","","","","","","","","","","","","","","",""
"AN SCI
604","Dept. Total","674","3.426","52.1","13.1","14.1","5.5","6.5","2.5","0.4","4.3","0.1",".","",".","1.0","",".","0.1","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"604
AN SCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","32","3.347","37.5","31.3","9.4","12.5","9.4",".",".",".",".",".","",".",".","",".",".",".","."
"Sophomore","","95","3.636","69.5","13.7","10.5","1.1","3.2","2.1",".",".",".",".","",".",".","",".",".",".","."
"Junior","","203","3.373","56.2","11.3","16.3","4.9","5.4","4.9","1.0",".",".",".","",".",".","",".",".",".","."
"Senior","","254","3.356","50.8","12.2","16.1","7.9","10.2","2.0","0.4",".",".",".","",".",".","",".","0.4",".","."
"Undergraduates","","584","3.407","55.0","13.2","14.9","6.0","7.4","2.9","0.5",".",".",".","",".",".","",".","0.2",".","."
"Special","","6","3.250","33.3",".",".","33.3",".",".",".","33.3",".",".","",".",".","",".",".",".","."
"Graduate","","84","3.619","33.3","13.1","9.5",".","1.2",".",".","32.1","1.2",".","",".","8.3","",".",".","1.2","."
"","Dept. Total","674","3.426","52.1","13.1","14.1","5.5","6.5","2.5","0.4","4.3","0.1",".","",".","1.0","",".","0.1","0.1","."
