"ART DEPARTMENT","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","",""
"","908
005","7","4.000","85.7",".",".",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"Seminar-Art","Course Total","24","4.000","95.8",".",".",".",".",".",".",".",".",".",".",".","4.2",".",".","."
"Advanced Research-Sculpture","914
078","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Research-Ceramics","924
033","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","996
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","996
003","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","996
010","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","996
030","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","996
050","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","996
059","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Research-Graphics","Course Total","27","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
002","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
003","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
005","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
006","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
011","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
013","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
014","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
015","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
017","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
018","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
019","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
022","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
032","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
042","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
045","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
050","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
059","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
061","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
077","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
078","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
089","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
094","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
095","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
096","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
097","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
098","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","179","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
