"COMPUTER SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"Intro-Artificl Neural Ntwrks","539
001","57","3.588","38.6","43.9","14.0","3.5",".",".",".",".",".",".",".",".",".",".",".","."
"","540
001","166","3.521","43.4","26.5","23.5","4.8","0.6",".","0.6","0.6",".",".",".",".",".",".",".","."
"","540
002","169","3.630","56.8","20.7","18.3","2.4","1.2",".","0.6",".",".",".",".",".",".",".",".","."
"","540
003","221","3.484","37.6","29.9","28.1","2.7","1.4",".","0.5",".",".",".",".",".",".",".",".","."
"Intro-Artificl Intelligence","Course Total","556","3.540","45.1","26.1","23.7","3.2","1.1",".","0.5","0.2",".",".",".",".",".",".",".","."
"Theory & Algo for Data Sci","541
001","34","3.647","73.5","5.9","11.8",".","5.9","2.9",".",".",".",".",".",".",".",".",".","."
"","544
001","182","3.229","36.8","15.9","24.2","13.2","4.9","2.7","1.6","0.5",".",".",".",".",".",".",".","."
"","544
002","200","3.389","41.0","19.0","22.0","13.5","3.0","1.0",".","0.5",".",".",".",".",".",".",".","."
"Intro Big Data Systems","Course Total","382","3.313","39.0","17.5","23.0","13.4","3.9","1.8","0.8","0.5",".",".",".",".",".",".",".","."
"Intro-Computer Architecture","552
001","20","3.550","55.0","15.0","15.0","15.0",".",".",".",".",".",".",".",".",".",".",".","."
"Para & Throughput Opt Programg","557
001","58","3.526","41.4","37.9","13.8","5.2",".",".","1.7",".",".",".",".",".",".",".",".","."
"","559
001","20","3.875","80.0","15.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","559
002","104","3.529","63.5","12.5","10.6","3.8","4.8","1.0","2.9",".",".",".",".",".","1.0",".",".","."
"Computer Graphics","Course Total","124","3.585","66.1","12.9","9.7","3.2","4.0","0.8","2.4",".",".",".",".",".","0.8",".",".","."
"","564
001","208","2.947","17.8","18.3","27.4","16.3","15.4","2.9","1.0",".",".",".",".",".","1.0",".",".","."
"","564
002","116","3.591","57.8","28.4","2.6","4.3","2.6","1.7","1.7","0.9",".",".",".",".",".",".",".","."
"Database Mgt Systems","Course Total","324","3.178","32.1","21.9","18.5","12.0","10.8","2.5","1.2","0.3",".",".",".",".","0.6",".",".","."
"Medical Image Analysis","567
001","16","3.500","31.3","37.5","31.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Humn-Comp Interaction","570
001","248","3.913","89.9","6.0","1.2","0.8","1.6",".",".",".",".",".",".",".","0.4",".",".","."
"","571
001","206","3.369","22.3","41.7","27.7","5.8","1.9",".","0.5",".",".",".",".",".",".",".",".","."
"","571
002","128","3.301","22.7","35.2","30.5","9.4",".","1.6","0.8",".",".",".",".",".",".",".",".","."
"Building User Interfaces","Course Total","334","3.343","22.5","39.2","28.7","7.2","1.2","0.6","0.6",".",".",".",".",".",".",".",".","."
"","577
001","225","3.034","28.4","18.2","15.6","16.9","13.8","4.0","1.3",".",".",".",".",".","1.8",".",".","."
"","577
002","214","2.894","22.0","24.8","14.5","11.2","15.4","9.8","1.4",".",".",".",".",".","0.9",".",".","."
"","577
003","50","3.840","72.0","24.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Algorithms","Course Total","489","3.056","30.1","21.7","13.9","12.7","13.1","6.1","1.2",".",".",".",".",".","1.2",".",".","."
"Virtual Reality","579
001","95","3.805","76.8","10.5","10.5","1.1","1.1",".",".",".",".",".",".",".",".",".",".","."
"","612
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","612
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","612
005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"User Experience Design 2","Course Total","4","***","","","","","","","","","","","","","","","",""
"Computer Sciences Capstone","620
001","106","3.844","76.4","17.0","5.7","0.9",".",".",".",".",".",".",".",".",".",".",".","."
"","638
001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","638
002","7","3.429","85.7",".",".",".",".",".","14.3",".",".",".",".",".",".",".",".","."
"","638
003","8","3.813","75.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","638
004","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergrad Topics-Computing","Course Total","33","3.833","90.9","3.0","3.0",".",".",".","3.0",".",".",".",".",".",".",".",".","."
"","639
001","160","3.634","60.6","19.4","14.4","2.5","1.9",".","1.3",".",".",".",".",".",".",".",".","."
"","639
002","42","3.714","59.5","28.6","7.1","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"","639
003","113","3.410","33.6","33.6","21.2","6.2","1.8",".","1.8","1.8",".",".",".",".",".",".",".","."
"","639
004","24","3.500","58.3","4.2","8.3","8.3","4.2","4.2",".","12.5",".",".",".",".",".",".",".","."
"July 27, 2025","","","","","","","","","","","","","","","","","","Page 229 of 486",""
