"938
SURG SCI","","","","","","","","","","","","","","","","","","","","","","","","",""
"","750
001","16","4.000","31.3",".",".",".",".","",".","",".","68.8",".","",".",".","",".","","",".",".",".","."
"","750
002","1","***","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Sm Animal Ultrasound Elective","Course Total","17","4.000","35.3",".",".",".",".","",".","",".","64.7","",".",".","",".","",".","",".",".",".","."
"SURG SCI
938","Dept. Total","1230","3.772","53.7","3.6","5.5","0.6","1.1","",".","",".","35.5","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"938
SURG SCI","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","***","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Senior","","1","***","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Undergraduates","","2","***","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 1","","26","4.000","38.5",".",".",".",".","",".","",".","61.5","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","190","3.970","95.3","2.6","1.6",".","0.5","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","703","3.613","43.0","5.4","9.2","1.0","1.8","",".","",".","39.5","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","309","4.000","53.7",".",".",".",".","",".","",".","46.3","",".",".","",".","",".","",".",".",".","."
"Professionals","","1228","3.772","53.7","3.5","5.5","0.6","1.1","",".","",".","35.6","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","1230","3.772","53.7","3.6","5.5","0.6","1.1","",".","",".","35.5","",".",".","",".","",".","",".",".",".","."
