"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"Intro to Prob & Math Stat II","310
001","16","3.469","50.0","6.3","31.3","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"Tech-Ordinary Diff Equation","319
001","106","3.361","17.9","51.9","18.9","7.5",".","0.9","0.9","1.9",".",".",".",".",".",".",".","."
"","320
001","178","3.082","29.2","18.0","25.3","9.6","11.8","3.4","2.2",".",".",".",".",".","0.6",".",".","."
"","320
002","186","3.199","35.5","16.7","26.3","7.0","10.8","1.6","2.2",".",".",".",".",".",".",".",".","."
"","320
003","158","3.157","26.6","16.5","34.8","10.8","7.0","2.5","0.6",".",".",".",".",".","1.3",".",".","."
"","320
004","100","2.862","14.0","13.0","35.0","16.0","16.0","2.0","2.0",".",".",".",".",".","2.0",".",".","."
"","320
005","132","3.322","37.9","16.7","24.2","9.8","8.3","0.8",".","0.8",".",".",".",".","1.5",".",".","."
"Linear Alg & Diff Equations","Course Total","754","3.139","29.7","16.4","28.6","10.1","10.5","2.1","1.5","0.1",".",".",".",".","0.9",".",".","."
"Appl Mathematical Analysis","321
001","76","2.513","13.2","7.9","21.1","6.6","38.2","11.8",".","1.3",".",".",".",".",".",".",".","."
"Appl Mathematical Analysis","322
001","25","2.880","20.0","32.0","20.0",".","12.0","12.0","4.0",".",".",".",".",".",".",".",".","."
"Introductory Probability","331
001","89","3.090","30.3","15.7","28.1","2.2","20.2","2.2","1.1",".",".",".",".",".",".",".",".","."
"","340
001","121","2.959","27.3","9.9","31.4","9.9","14.0","5.0","2.5",".",".",".",".",".",".",".",".","."
"","340
002","118","2.809","24.6","8.5","25.4","11.0","22.0","5.1","3.4",".",".",".",".",".",".",".",".","."
"","340
003","152","2.956","28.3","11.2","23.0","11.8","17.1","2.6","3.3","0.7",".",".",".",".","2.0",".",".","."
"","340
005","118","3.025","30.5","13.6","26.3","6.8","15.3","6.8","0.8",".",".",".",".",".",".",".",".","."
"","340
006","118","3.142","42.4","5.9","22.9","6.8","13.6","5.9","0.8",".",".",".",".",".","1.7",".",".","."
"Elem Matrix & Linear Algebra","Course Total","627","2.977","30.5","9.9","25.7","9.4","16.4","4.9","2.2","0.2",".",".",".",".","0.8",".",".","."
"","341
001","34","3.485","44.1","26.5","20.6","5.9",".","2.9",".",".",".",".",".",".",".",".",".","."
"","341
002","29","2.759","34.5","6.9","17.2","6.9","17.2","10.3","6.9",".",".",".",".",".",".",".",".","."
"","341
003","33","3.242","33.3","15.2","27.3","15.2","9.1",".",".",".",".",".",".",".",".",".",".","."
"Linear Algebra","Course Total","96","3.182","37.5","16.7","21.9","9.4","8.3","4.2","2.1",".",".",".",".",".",".",".",".","."
"Linear Algebra & Optimization","345
001","17","3.118","35.3","17.6","17.6","17.6",".","11.8",".",".",".",".",".",".",".",".",".","."
"Topics-Multi-Var Calc&Diff Eq","376
001","48","3.531","50.0","22.9","16.7","8.3",".","2.1",".",".",".",".",".",".",".",".",".","."
"","390
027","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","390
187","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","390
193","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","390
272","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","390
275","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","390
276","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","390
277","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduate Research - MXM","Course Total","23","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","421
001","38","3.250","36.8","15.8","26.3","7.9","10.5","2.6",".",".",".",".",".",".",".",".",".","."
"","421
002","31","3.617","54.8","19.4","12.9","9.7",".",".",".",".",".",".",".",".","3.2",".",".","."
"","421
003","39","2.921","20.5","23.1","23.1","2.6","17.9","10.3",".",".",".",".",".",".","2.6",".",".","."
"Theory of Single Variable Calc","Course Total","108","3.236","36.1","19.4","21.3","6.5","10.2","4.6",".",".",".",".",".",".","1.9",".",".","."
"","431
001","41","3.085","34.1","12.2","26.8","9.8","9.8","4.9","2.4",".",".",".",".",".",".",".",".","."
"","431
002","32","3.188","43.8","9.4","21.9","9.4","9.4","3.1","3.1",".",".",".",".",".",".",".",".","."
"","431
003","37","3.306","37.8","8.1","37.8","2.7","10.8",".",".",".",".",".",".",".","2.7",".",".","."
"Intro-Theory of Probability","Course Total","110","3.188","38.2","10.0","29.1","7.3","10.0","2.7","1.8",".",".",".",".",".","0.9",".",".","."
"Introduction to Cryptography","435
001","11","3.227","27.3","45.5","18.2",".",".",".","9.1",".",".",".",".",".",".",".",".","."
"Applied Linear Algebra","443
001","43","3.721","65.1","23.3","9.3",".",".","2.3",".",".",".",".",".",".",".",".",".","."
