"","999
030","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
076","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
115","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","5","***","","","","","","","","","","","","","","","","",""
"E C E
320","Dept. Total","3702","3.470","48.9","19.5","11.7","7.0","4.2","1.0","0.4","5.8","0.1","0.1","",".","0.9","0.2","0.1","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","47","3.282","53.2","21.3","4.3","4.3","8.5","4.3","2.1",".",".",".","",".",".","2.1",".",".","."
"Sophomore","","318","3.525","59.1","16.4","12.6","7.5","2.8","0.9","0.6",".",".",".","",".",".",".",".",".","."
"Junior","","826","3.353","45.5","21.5","14.2","10.2","7.0","1.0","0.4",".",".",".","",".",".","0.1","0.1",".","."
"Senior","","1709","3.445","50.8","22.1","12.6","8.0","4.7","1.5","0.2",".",".",".","",".",".","0.1","0.1",".","."
"Undergraduates","","2900","3.425","50.2","21.3","12.9","8.5","5.2","1.3","0.3",".",".",".","",".",".","0.1","0.1",".","."
"Special","","53","3.443","58.5","18.9","3.8","7.5",".",".","5.7","3.8",".",".","",".",".",".","1.9",".","."
"Graduate","","749","3.721","43.3","12.8","7.5","1.2","0.3",".","0.3","28.2","0.3","0.7","",".","4.7","0.4","0.1","0.4","."
"","Dept. Total","3702","3.470","48.9","19.5","11.7","7.0","4.2","1.0","0.4","5.8","0.1","0.1","",".","0.9","0.2","0.1","0.1","."
