"Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"100","002","","18","3.944","94.4",".","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","008","","17","3.941","88.2","11.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","010","","19","3.868","78.9","15.8","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","011","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","012","","16","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","014","","19","3.553","68.4","15.8","5.3",".",".","10.5",".",".",".",".",".",".",".",".",".","."
"100","015","","19","3.763","78.9","5.3","10.5",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"100","016","","19","3.658","73.7","10.5","5.3","5.3",".","5.3",".",".",".",".",".",".",".",".",".","."
"100","017","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","018","","19","3.921","84.2","15.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","019","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","020","","19","3.921","89.5","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","021","","18","3.667","72.2","11.1","11.1",".",".","5.6",".",".",".",".",".",".",".",".",".","."
"100","022","","18","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","024","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","025","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","026","","19","3.947","89.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","027","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","028","","19","3.789","73.7","21.1",".",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"100","029","","18","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","033","","19","3.684","57.9","26.3","10.5","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"100","034","","19","3.947","94.7",".","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","035","","18","3.528","77.8","5.6",".",".","11.1",".","5.6",".",".",".",".",".",".",".",".","."
"100","036","","19","3.789","78.9",".","21.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","037","","19","3.711","73.7","15.8","5.3",".",".","5.3",".",".",".",".",".",".",".",".",".","."
"100","038","","18","3.528","50.0","27.8","11.1",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"100","039","","18","3.972","94.4","5.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","041","","19","3.947","94.7",".","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","042","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","045","","19","3.632","73.7","5.3",".","15.8","5.3",".",".",".",".",".",".",".",".",".",".","."
"100","047","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","048","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","049","","18","3.972","94.4","5.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","050","","19","3.921","84.2","15.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","051","","19","3.763","89.5","5.3",".",".",".",".","5.3",".",".",".",".",".",".",".",".","."
"100","052","","18","3.972","94.4","5.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","053","","19","3.868","89.5","5.3",".",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"100","055","","18","3.889","88.9","5.6",".","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"100","056","","19","3.579","63.2","21.1","10.5",".",".",".","5.3",".",".",".",".",".",".",".",".","."
"100","057","","18","3.889","88.9","5.6",".","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"100","058","","19","3.895","94.7",".",".",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"100","059","","19","3.947","94.7",".","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","060","","19","3.737","84.2","10.5",".",".",".",".","5.3",".",".",".",".",".",".",".",".","."
"","","","","","","","","","","","","","","","","","","","Page 243 of 486",""
