"L&S","","","","","","","","","","","","","","","","","","","","",""
"HISTORY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","","",""
"HISTORY
448","Dept. Total","2463","3.671","56.2","14.7","6.3","2.6","1.7","0.7","1.0","13.0","",".",".","",".","0.2","0.9","0.6","2.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","108","3.426","50.9","18.5","13.9","6.5","2.8","3.7","1.9",".","",".",".","",".",".","1.9",".",".","."
"Sophomore","","465","3.701","67.3","19.1","6.9","2.2","2.4","0.9","0.9",".","",".",".","",".",".","0.2",".","0.2","."
"Junior","","544","3.630","65.1","17.6","8.8","3.3","2.0","0.9","1.7",".","",".",".","",".",".","0.4","0.2",".","."
"Senior","","819","3.677","65.6","18.9","6.8","3.4","1.7","0.6","1.1","0.1","",".",".","",".","0.4","1.3",".",".","."
"Undergraduates","","1936","3.655","65.0","18.6","7.8","3.3","2.0","0.9","1.2","0.1","",".",".","",".","0.2","0.8","0.1","0.1","."
"Special","","374","3.704","6.4","0.5","0.8",".","0.5",".",".","74.9","",".",".","",".",".",".","3.7","13.1","."
"Graduate","","153","3.995","66.0","0.7",".",".",".",".",".","25.5","",".",".","",".","2.0","3.9",".","2.0","."
"","Dept. Total","2463","3.671","56.2","14.7","6.3","2.6","1.7","0.7","1.0","13.0","",".",".","",".","0.2","0.9","0.6","2.2","."
