"L&S","","","","","","","","","","","","","","","","","",""
"ENGLISH AS A SECOND LANGU Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","",""
"351
ESL","","","","","","","","","","","","","","","","","",""
"349
003
Academic Writing for Grads","13","",".",".",".",".",".",".",".",".",".","92.3","7.7",".",".",".",".","."
"350
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"350
002","8","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Course Total
Prof and Acad Writing Skills","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL
Dept. Total
351","510","3.753","41.2","9.4","4.7","0.2","0.6",".","0.8",".",".","41.4","1.6",".",".",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","",""
"351
ESL","","","","","","","","","","","","","","","","","",""
"Freshmen","117","3.695","41.9","14.5","7.7",".","0.9",".","0.9",".",".","32.5","1.7",".",".",".",".","."
"Sophomore","177","3.731","49.2","10.2","6.2",".",".",".","1.7",".",".","31.1","1.7",".",".",".",".","."
"Junior","82","3.885","47.6","8.5","2.4",".",".",".",".",".",".","39.0","2.4",".",".",".",".","."
"Senior","65","3.767","52.3","9.2","3.1","1.5","3.1",".",".",".",".","29.2",".",".",".",".",".","."
"Undergraduates","441","3.753","47.4","10.9","5.4","0.2","0.7",".","0.9",".",".","32.7","1.6",".",".",".",".","."
"Special","9","4.000","11.1",".",".",".",".",".",".",".",".","88.9",".",".",".",".",".","."
"Graduate","79","",".",".",".",".",".",".",".",".",".","97.5","2.5",".",".",".",".","."
"Dept. Total","529","3.753","39.7","9.1","4.5","0.2","0.6",".","0.8",".",".","43.3","1.7",".",".",".",".","."
