"COMPUTER SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","",""
"699","111","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","142","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","148","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","152","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","155","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","159","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","161","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","162","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","163","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","170","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","182","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","185","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","187","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","193","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","195","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","58","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"702","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"702","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"702","029","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"702","134","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"702","144","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"702","162","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"702","165","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"702","169","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"702","180","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"702","193","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Graduate Cooperative Education","Course Total","","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"703
Program Verification&Synthesis","001","","12","3.773","50.0","41.7",".",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"715
Methods of Computatnl Math II","001","","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"719
Stochastic Programming","001","","10","3.550","60.0",".","30.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"726
Nonlinear Optimization I","001","","21","3.310","14.3","38.1","42.9","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"727
Convex Analysis","001","","9","3.625","44.4","22.2","22.2",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"728
Integer Optimization","001","","8","3.125",".","37.5","50.0","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"739
Distributed Systems","001","","24","3.875","79.2","16.7","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"740
Advanced Computer Networks","001","","16","3.656","68.8","6.3","18.8",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"744
Big Data Systems","001","","71","3.796","70.4","21.1","5.6","2.8",".",".",".",".",".",".",".",".",".",".",".","."
"752
Adv Computer Architecture I","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"755
VLSI Systems Design","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"757
Adv Computr Architecture II","001","","13","3.769","69.2","15.4","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"759
HPC for Apps in Engr","001","","53","3.991","98.1","1.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"760
Machine Learning","001","","55","3.664","45.5","45.5","5.5","3.6",".",".",".",".",".",".",".",".",".",".",".","."
"July 27, 2025","","","","","","","","","","","","","","","","","","","Page 231 of 486",""
