"MECHANICAL ENGINEERING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"491","118","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","120","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"491","123","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","125","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Mech Engr Projects I","Course Total","","22","3.980","95.5","4.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"492
Mech Engr Projects II","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"505
Biofluidics","001","","7","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"514
Polymer Additive Manufacturing","001","","22","3.955","95.5",".","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"532","001","","7","2.500",".",".","42.9","42.9",".","14.3",".",".",".",".",".",".",".",".",".","."
"532","002","","8","2.938",".","62.5","25.0",".",".",".","12.5",".",".",".",".",".",".",".",".","."
"Mtrx Mthds in Machine Learning","Course Total","","15","2.733",".","33.3","33.3","20.0",".","6.7","6.7",".",".",".",".",".",".",".",".","."
"539
Intro-Artificl Neural Ntwrks","001","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"564
Heat Transfer","001","","25","3.580","36.0","44.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"569
Applied Combustion","001","","9","3.833","77.8","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"572
Intermediate Gas Dynamics","001","","14","3.393","35.7","28.6","14.3","21.4",".",".",".",".",".",".",".",".",".",".",".","."
"576
Printed & Flexible Electronics","001","","7","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"601","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"601","00A","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"601","082","","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"601","083","","15","3.700","53.3","40.0",".","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"601","086","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"601","088","","9","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics-Mech Engr","Course Total","","44","3.852","75.0","22.7",".","2.3",".",".",".",".",".",".",".",".",".",".",".","."
"641
Design & Analysis-Manufact Sys","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","048","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","077","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","100","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","115","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","116","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","123","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","9","4.000","77.8",".",".",".",".",".",".",".",".",".",".",".","11.1",".","11.1","."
"702
Grad Cooperative Educ Program","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"748
Design-Mech Elements & Sys","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"759
HPC for Apps in Engr","001","","12","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"764
Heat Transfer I-Conduction","001","","7","3.857","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"775
Turblnt Heat&Momentm Trnsfr","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"790","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"July 27, 2025","","","","","","","","","","","","","","","","","","","Page 153 of 486",""
