"MECHANICAL ENGINEERING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"890","021","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","022","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","027","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","031","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","033","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","035","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","039","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"890","041","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","048","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","054","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"890","056","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","057","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","062","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"890","064","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","068","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","069","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","070","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","077","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","078","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","079","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","080","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"890","083","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","086","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","087","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","088","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","089","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","091","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","093","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","096","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","098","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","099","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"PhD Research and Thesis","Course Total","","120","",".",".",".",".",".",".",".","91.7","1.7",".",".","6.7",".",".",".","."
"964","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"964","002","","16","3.844","75.0","18.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"964","003","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Spec Adv Topics-Mech Engr","Course Total","","30","3.917","86.7","10.0","3.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","016","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","027","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"July 27, 2025","","","","","","","","","","","","","","","","","","","Page 155 of 486",""
