"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","112
001","43","2.907","20.9","14.0","32.6","9.3","16.3","4.7","2.3",".",".",".",".",".",".",".",".","."
"","112
002","48","2.510","10.4","16.7","20.8","14.6","18.8","14.6","4.2",".",".",".",".",".",".",".",".","."
"","112
004","48","2.729","6.3","12.5","35.4","25.0","16.7","2.1","2.1",".",".",".",".",".",".",".",".","."
"","112
008","48","2.417","14.6","8.3","16.7","20.8","16.7","18.8","4.2",".",".",".",".",".",".",".",".","."
"","112
009","50","2.510","14.0","4.0","30.0","6.0","32.0","12.0","2.0",".",".",".",".",".",".",".",".","."
"","112
010","51","2.360","13.7","2.0","23.5","9.8","31.4","11.8","5.9",".",".",".",".",".","2.0",".",".","."
"","112
011","48","2.404","14.6","6.3","16.7","18.8","22.9","12.5","6.3","2.1",".",".",".",".",".",".",".","."
"","112
012","42","2.012","2.4","14.3","11.9","11.9","26.2","23.8","9.5",".",".",".",".",".",".",".",".","."
"","112
030","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Algebra","Course Total","381","2.489","12.6","9.4","23.4","14.4","22.8","12.3","4.5","0.3",".",".",".",".","0.3",".",".","."
"","113
002","57","3.237","31.6","19.3","33.3","7.0","3.5","5.3",".",".",".",".",".",".",".",".",".","."
"","113
004","59","3.432","49.2","18.6","16.9","3.4","10.2","1.7",".",".",".",".",".",".",".",".",".","."
"","113
005","59","3.093","35.6","15.3","22.0","3.4","16.9","5.1","1.7",".",".",".",".",".",".",".",".","."
"","113
006","55","3.318","43.6","14.5","25.5","5.5","5.5","5.5",".",".",".",".",".",".",".",".",".","."
"","113
007","52","3.343","40.4","17.3","23.1","3.8","13.5",".",".",".",".",".",".",".","1.9",".",".","."
"Trigonometry","Course Total","282","3.283","40.1","17.0","24.1","4.6","9.9","3.5","0.4",".",".",".",".",".","0.4",".",".","."
"Algebra and Trigonometry","114
001","135","2.784","24.4","16.3","18.5","11.9","14.1","8.1","5.9",".",".",".",".",".",".",".","0.7","."
"","141
002","48","3.511","47.9","22.9","14.6","6.3","6.3",".",".",".",".",".",".",".","2.1",".",".","."
"","141
003","40","3.675","52.5","35.0","7.5","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"Quant Reasoning&Prob Solvng","Course Total","88","3.586","50.0","28.4","11.4","5.7","3.4",".",".",".",".",".",".",".","1.1",".",".","."
"","211
001","223","2.863","25.1","9.9","28.3","12.1","14.8","6.7","3.1",".",".",".",".",".",".",".",".","."
"","211
002","144","2.993","27.1","13.9","24.3","13.9","14.6","5.6","0.7",".",".",".",".",".",".",".",".","."
"Survey of Calculus 1","Course Total","367","2.914","25.9","11.4","26.7","12.8","14.7","6.3","2.2",".",".",".",".",".",".",".",".","."
"Survey of Calculus 2","213
001","220","3.143","35.9","13.6","28.2","3.6","9.1","6.8","1.4",".",".",".",".",".","1.4",".",".","."
"Calc with Algebra & Trig II","217
001","51","2.730","19.6","5.9","19.6","31.4","11.8","7.8","2.0",".",".",".",".",".","2.0",".",".","."
"","221
001","226","2.496","13.7","6.6","32.7","5.3","22.6","13.7","4.9",".",".",".",".",".","0.4",".",".","."
"","221
002","202","2.733","25.7","7.4","25.7","6.4","21.3","8.4","5.0",".",".",".",".",".",".",".",".","."
"","221
003","261","2.745","20.3","11.9","27.2","3.4","26.8","5.7","3.8",".",".",".",".",".","0.8",".",".","."
"Calculus&Analytic Geometry 1","Course Total","689","2.660","19.7","8.9","28.6","4.9","23.8","9.1","4.5",".",".",".",".",".","0.4",".",".","."
"","222
001","254","2.770","22.4","8.3","27.6","9.1","22.4","5.9","3.5",".",".",".",".",".","0.4",".","0.4","."
"","222
002","254","2.745","23.6","6.7","31.1","6.7","16.9","9.4","4.3",".",".",".",".",".","0.4","0.4","0.4","."
"","222
003","225","2.641","20.0","6.2","29.8","8.4","20.4","9.8","4.9",".",".",".",".",".","0.4",".",".","."
"","222
004","213","2.640","16.0","8.0","31.5","5.6","26.3","7.5","3.8",".",".",".",".",".","1.4",".",".","."
"Calculus&Analytic Geometry 2","Course Total","946","2.703","20.7","7.3","29.9","7.5","21.4","8.1","4.1",".",".",".",".",".","0.6","0.1","0.2","."
"","234
001","259","2.901","27.8","6.2","32.0","7.3","17.0","6.6","2.3",".",".",".",".",".","0.8",".",".","."
"","234
002","287","2.945","28.6","9.4","32.1","4.2","13.9","6.6","3.1","0.3",".",".",".",".","1.7",".",".","."
"","234
003","229","3.040","31.0","7.9","33.2","4.4","14.8","5.7","0.9","0.4",".",".",".",".","1.7",".",".","."
"Calc--Functns of Variables","Course Total","775","2.958","29.0","7.9","32.4","5.3","15.2","6.3","2.2","0.3",".",".",".",".","1.4",".",".","."
"","240
001","94","3.161","36.2","10.6","14.9","24.5","6.4","2.1","1.1",".",".",".",".",".","4.3",".",".","."
"","240
002","98","3.326","41.8","20.4","11.2","12.2","8.2","3.1",".",".",".",".",".",".","3.1",".",".","."
"Intro to Discrete Mathematics","Course Total","192","3.246","39.1","15.6","13.0","18.2","7.3","2.6","0.5",".",".",".",".",".","3.6",".",".","."
"Intro to Prob & Math Stat I","309
001","17","3.588","58.8","5.9","29.4","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"July 27, 2025","","","","","","","","","","","","","","","","","","Page 301 of 486",""
