"BUS","","","","","","","","","","","","","","","","","","","",""
"REAL ESTATE & URBAN LAND E Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"239
REAL EST","","","","","","","","","","","","","","","","","","","",""
"REAL EST
Dept. Total
239","1563","3.723","64.4","19.3","11.3","2.4","1.3","0.1","0.1","0.7","",".",".","",".","0.1","0.2",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"239
REAL EST","","","","","","","","","","","","","","","","","","","",""
"Freshmen","16","3.875","81.3","12.5","6.3",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","165","3.853","83.0","6.1","7.3","1.2","1.2",".",".",".","",".",".","",".",".","1.2",".",".","."
"Junior","340","3.685","62.9","18.2","12.4","3.5","1.8","0.6","0.3",".","",".",".","",".",".","0.3",".",".","."
"Senior","627","3.665","56.5","24.9","13.2","3.3","1.8",".",".","0.3","",".",".","",".",".",".",".",".","."
"Undergraduates","1148","3.703","62.5","20.0","12.0","3.0","1.7","0.2","0.1","0.2","",".",".","",".",".","0.3",".",".","."
"Special","14","3.529","50.0","7.1","35.7",".",".",".",".","7.1","",".",".","",".",".",".",".",".","."
"Graduate","400","3.797","70.5","17.8","8.3","0.5","0.5",".",".","2.0","",".",".","",".","0.5",".",".",".","."
"Prof Yr 3","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Dept. Total","1563","3.723","64.4","19.3","11.3","2.4","1.3","0.1","0.1","0.7","",".",".","",".","0.1","0.2",".",".","."
