"Muslims and Jews","462
001","","2","***","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Old English","520
001","","3","***","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Intro to Middle High German","651
001","","1","***","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"MEDIEVAL
633","Dept. Total","","52","3.694","67.3","9.6","15.4","1.9","3.8","",".","",".","",".","",".",".","",".","",".","",".","1.9",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","11","3.864","81.8","9.1","9.1",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","19","3.632","63.2","5.3","15.8","5.3","5.3","",".","",".","",".","",".",".","",".","",".","",".","5.3",".","."
"Senior","","","21","3.672","66.7","9.5","19.0",".","4.8","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","51","3.698","68.6","7.8","15.7","2.0","3.9","",".","",".","",".","",".",".","",".","",".","",".","2.0",".","."
"Graduate","","","1","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","","52","3.694","67.3","9.6","15.4","1.9","3.8","",".","",".","",".","",".",".","",".","",".","",".","1.9",".","."
