"EDU","","","","","","","","","","","","","","","","","","",""
"ED LEADERSHP & POLICY ANAL Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"305
ELPA","","","","","","","","","","","","","","","","","","",""
"ELPA
Dept. Total
305","673","3.930","80.5","2.8","1.9","0.1","0.1","0.3","0.3","7.0","0.1","1.6","",".","1.8","3.0",".","0.3","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"305
ELPA","","","","","","","","","","","","","","","","","","",""
"Senior","7","3.857","85.7",".","14.3",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Undergraduates","7","3.857","85.7",".","14.3",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Special","17","3.800","82.4",".",".",".",".","5.9",".",".",".",".","",".","5.9",".",".","5.9","."
"Graduate","648","3.934","80.4","2.9","1.9","0.2","0.2","0.2","0.3","7.3","0.2","1.7","",".","1.7","3.1",".","0.2","."
"Prof Yr 2","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Dept. Total","673","3.930","80.5","2.8","1.9","0.1","0.1","0.3","0.3","7.0","0.1","1.6","",".","1.8","3.0",".","0.3","."
