"L&S","","","","","","","","","","","","","","","","","","","",""
"ANTHROPOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"156
ANTHRO","","","","","","","","","","","","","","","","","","","",""
"ANTHRO
156","Dept. Total","1582","3.549","52.1","22.6","13.9","3.1","2.7","1.1","1.3","1.8","0.1",".","",".","0.9","0.3",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"156
ANTHRO","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","228","3.239","26.3","32.9","24.1","8.3","3.9","2.2","2.2",".",".",".","",".",".",".",".",".","."
"Sophomore","","669","3.577","53.2","26.0","13.9","2.8","1.9","1.0","1.0",".",".",".","",".",".",".",".",".","."
"Junior","","328","3.561","56.7","22.0","13.1","0.9","4.3","1.2","1.5",".",".",".","",".",".","0.3",".",".","."
"Senior","","257","3.663","69.6","12.8","10.1","3.1","2.3","0.8","1.2",".",".",".","",".",".",".",".",".","."
"Undergraduates","","1482","3.536","52.7","23.9","14.6","3.3","2.8","1.2","1.3",".",".",".","",".",".","0.1",".",".","."
"Special","","24","3.643","16.7","4.2","8.3",".",".",".",".","66.7",".",".","",".",".",".",".","4.2","."
"Graduate","","75","3.956","53.3","2.7","1.3",".",".",".",".","16.0","2.7",".","",".","18.7","5.3",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","1582","3.549","52.1","22.6","13.9","3.1","2.7","1.1","1.3","1.8","0.1",".","",".","0.9","0.3",".","0.1","."
